,piece_name,recording_number,original_feedback,assessor_idx,Q,A,split
1801,Over the Waves,11,N/A,-1,"How would you rate the difficulty level of the piece, in a scale of 9? ",3,train
1802,Over the Waves,11,N/A,-1,What kind of music is this piece and what's difficult about it?,"This is an easy folk song, adapted in simple melody and chords accompaniment. The rhythms might be challenging.",train
1803,Over the Waves,11,3,1,"What is the overall score you would assign to the performance, in a scale of 5? ",3,train
1804,Over the Waves,11,3,1,"What is the overall score you would assign to the performance, in a scale of 5? ",3,train
1805,Over the Waves,11,Pitch errors m. 22 and 30-31.  No pedal,1,Can you give an overall assessment of the student performance? Elaborate in detail? ,Pitch errors m. 22 and 30-31.  No pedal,train
1806,Over the Waves,11,"Good balance between left and right hands. The hesitation at the end brings what would have been a 4 down to a 3. Left hand could have been poppier, but that also might have been a piano quirk.",1,Can you give an overall assessment of the student performance? Elaborate in detail? ,Pitch errors m. 22 and 30-31.  No pedal,train
1807,Over the Waves,11,4,2,"What is the overall score you would assign to the performance, in a scale of 5? ",4,train
1808,Over the Waves,11,4,2,"What is the overall score you would assign to the performance, in a scale of 5? ",4,train
1809,Over the Waves,11,"A couple wrong right hand notes, but rhythm and tempo are good. Last measure left hand needs to be played legato.",2,Can you give an overall assessment of the student performance? Elaborate in detail? ,"A couple wrong right hand notes, but rhythm and tempo are good. Last measure left hand needs to be played legato.",train
1810,Over the Waves,11,"This one is between 3 to 4. This recordings is great during the first half of the piece. However, nearly to the end, the performer misses the tempo a little.",2,Can you give an overall assessment of the student performance? Elaborate in detail? ,"A couple wrong right hand notes, but rhythm and tempo are good. Last measure left hand needs to be played legato.",train
1811,Over the Waves,11,3,3,"What is the overall score you would assign to the performance, in a scale of 5? ",3,train
1812,Over the Waves,11,3,3,"What is the overall score you would assign to the performance, in a scale of 5? ",3,train
1813,Over the Waves,11,"Nice performance, tempo, and pedalling.  A couple mistakes and hesitation.",3,Can you give an overall assessment of the student performance? Elaborate in detail? ,"Nice performance, tempo, and pedalling.  A couple mistakes and hesitation.",train
1814,Over the Waves,11,"The first half of the piece was good, although the player did not use the pedal. However, there was a wrong note played in the second half.",3,Can you give an overall assessment of the student performance? Elaborate in detail? ,"Nice performance, tempo, and pedalling.  A couple mistakes and hesitation.",train
1815,Over the Waves,11,4,4,"What is the overall score you would assign to the performance, in a scale of 5? ",4,train
1816,Over the Waves,11,2,4,"What is the overall score you would assign to the performance, in a scale of 5? ",4,train
1817,Over the Waves,11,"Wrong LH bottom p.1. No pedal as indicated. Slightly slow.Wrong notes p.2 line 2. Hesitation last line, no rit. Good  balance, good LH staccato (not too sharp). Good p.2 rh dynamic shaping.",4,Can you give an overall assessment of the student performance? Elaborate in detail? ,"Wrong LH bottom p.1. No pedal as indicated. Slightly slow.Wrong notes p.2 line 2. Hesitation last line, no rit. Good  balance, good LH staccato (not too sharp). Good p.2 rh dynamic shaping.",train
1818,Over the Waves,11,"Some wrong notes and hesitancy about that last G in the third to last measure, also the last note in the staccato phrases was often note staccato. Also the mistake in the last line of the first page threw off the syncopation.",4,Can you give an overall assessment of the student performance? Elaborate in detail? ,"Wrong LH bottom p.1. No pedal as indicated. Slightly slow.Wrong notes p.2 line 2. Hesitation last line, no rit. Good  balance, good LH staccato (not too sharp). Good p.2 rh dynamic shaping.",train
1819,Over the Waves,11,Pitch errors m. 22 and 30-31.  No pedal,0, Is the pedal usage appropriate? , No pedal used in the performance.,train
1820,Over the Waves,11,Pitch errors m. 22 and 30-31.  No pedal,0, Is the performed note accurate? , Pitch errors m. 22 and 30-31.,train
1821,Over the Waves,11,"Good balance between left and right hands. The hesitation at the end brings what would have been a 4 down to a 3. Left hand could have been poppier, but that also might have been a piano quirk.",1, Is there reasonable balance between hands? , Good balance between left and right hands.,train
1822,Over the Waves,11,"Good balance between left and right hands. The hesitation at the end brings what would have been a 4 down to a 3. Left hand could have been poppier, but that also might have been a piano quirk.",1," What is the overall score you would assign to the performance, in a scale of 5? ", 3,train
1823,Over the Waves,11,"Good balance between left and right hands. The hesitation at the end brings what would have been a 4 down to a 3. Left hand could have been poppier, but that also might have been a piano quirk.",1, Is the performance hesitant or smooth? , The hesitation at the end.,train
1824,Over the Waves,11,"A couple wrong right hand notes, but rhythm and tempo are good. Last measure left hand needs to be played legato.",2, Is the performed note accurate? , A couple wrong right hand notes.,train
1825,Over the Waves,11,"A couple wrong right hand notes, but rhythm and tempo are good. Last measure left hand needs to be played legato.",2, Is the performed tempo stable? , Tempo is good.,train
1826,Over the Waves,11,"A couple wrong right hand notes, but rhythm and tempo are good. Last measure left hand needs to be played legato.",2, Is the rhythm accurate? , Rhythm is good.,train
1827,Over the Waves,11,"This one is between 3 to 4. This recordings is great during the first half of the piece. However, nearly to the end, the performer misses the tempo a little.",3," What is the overall score you would assign to the performance, in a scale of 5? ", Between 3 to 4.,train
1828,Over the Waves,11,"This one is between 3 to 4. This recordings is great during the first half of the piece. However, nearly to the end, the performer misses the tempo a little.",3, Is the performed tempo stable? , The performer misses the tempo nearly to the end.,train
1829,Over the Waves,11,"Nice performance, tempo, and pedalling.  A couple mistakes and hesitation.",4, Is there reasonalbe tempo contrast? , Nice tempo.,train
1830,Over the Waves,11,"Nice performance, tempo, and pedalling.  A couple mistakes and hesitation.",4, Is the pedal usage appropriate? , Good pedalling.,train
1831,Over the Waves,11,"Nice performance, tempo, and pedalling.  A couple mistakes and hesitation.",4, Is the performed note accurate? , A couple mistakes.,train
1832,Over the Waves,11,"The first half of the piece was good, although the player did not use the pedal. However, there was a wrong note played in the second half.",5, Is the pedal usage appropriate? , The player did not use the pedal.,train
1833,Over the Waves,11,"The first half of the piece was good, although the player did not use the pedal. However, there was a wrong note played in the second half.",5, Is the performed note accurate? , There was a wrong note played in the second half.,train
1834,Over the Waves,11,"Wrong LH bottom p.1. No pedal as indicated. Slightly slow.Wrong notes p.2 line 2. Hesitation last line, no rit. Good  balance, good LH staccato (not too sharp). Good p.2 rh dynamic shaping.",6, Is the pedal usage appropriate? , No pedal as indicated.,train
1835,Over the Waves,11,"Wrong LH bottom p.1. No pedal as indicated. Slightly slow.Wrong notes p.2 line 2. Hesitation last line, no rit. Good  balance, good LH staccato (not too sharp). Good p.2 rh dynamic shaping.",6, How is the overall tempo? , Slightly slow.,train
1836,Over the Waves,11,"Wrong LH bottom p.1. No pedal as indicated. Slightly slow.Wrong notes p.2 line 2. Hesitation last line, no rit. Good  balance, good LH staccato (not too sharp). Good p.2 rh dynamic shaping.",6, Is the performed note accurate? , Wrong notes p.2 line 2 and wrong LH bottom p.1.,train
1837,Over the Waves,11,"Wrong LH bottom p.1. No pedal as indicated. Slightly slow.Wrong notes p.2 line 2. Hesitation last line, no rit. Good  balance, good LH staccato (not too sharp). Good p.2 rh dynamic shaping.",6, Is there reasonable balance between hands? , Good balance.,train
1838,Over the Waves,11,"Some wrong notes and hesitancy about that last G in the third to last measure, also the last note in the staccato phrases was often note staccato. Also the mistake in the last line of the first page threw off the syncopation.",7, Is the performed note accurate? , Some wrong notes.,train
1839,Over the Waves,11,"Some wrong notes and hesitancy about that last G in the third to last measure, also the last note in the staccato phrases was often note staccato. Also the mistake in the last line of the first page threw off the syncopation.",7, Is the rhythm accurate? , The mistake in the last line of the first page threw off the syncopation.,train
1840,Over the Waves,11,"Some wrong notes and hesitancy about that last G in the third to last measure, also the last note in the staccato phrases was often note staccato. Also the mistake in the last line of the first page threw off the syncopation.",7, Is the performance hesitant or smooth? , Hesitancy about that last G in the third to last measure.,train
1841,She Wore a Yellow Ribbon,1,N/A,-1,What kind of performance might this be? ,This is a student performance.,test
1842,She Wore a Yellow Ribbon,1,N/A,-1,"How would you rate the difficulty level of the piece, in a scale of 9? ",4,test
1843,She Wore a Yellow Ribbon,1,N/A,-1,What kind of music is this piece and what's difficult about it?,This is a traditional song. ,test
1844,She Wore a Yellow Ribbon,1,5,1,"What is the overall score you would assign to the performance, in a scale of 5? ",5,test
1845,She Wore a Yellow Ribbon,1,4,1,"What is the overall score you would assign to the performance, in a scale of 5? ",5,test
1846,She Wore a Yellow Ribbon,1,All good,1,Can you give an overall assessment of the student performance? Elaborate in detail? ,All good,test
1847,She Wore a Yellow Ribbon,1,"Overall, the notes and rhythms were very consistent. The tempo stayed mostly consistent, but was a little off at some points. This version was very good, but it felt choppy at some points and could have been more fluid.",1,Can you give an overall assessment of the student performance? Elaborate in detail? ,All good,test
1848,She Wore a Yellow Ribbon,1,5,2,"What is the overall score you would assign to the performance, in a scale of 5? ",5,test
1849,She Wore a Yellow Ribbon,1,4,2,"What is the overall score you would assign to the performance, in a scale of 5? ",5,test
1850,She Wore a Yellow Ribbon,1,"Good consistent rhythm. Love the left hand march-like chords. Need to keep it up for the chorus, too, but other than that, well done!  Good forte sound throughout.",2,Can you give an overall assessment of the student performance? Elaborate in detail? ,"Good consistent rhythm. Love the left hand march-like chords. Need to keep it up for the chorus, too, but other than that, well done!  Good forte sound throughout.",test
1851,She Wore a Yellow Ribbon,1,The notes were played accurately but the piece was played choppily with too many staccatos.,2,Can you give an overall assessment of the student performance? Elaborate in detail? ,"Good consistent rhythm. Love the left hand march-like chords. Need to keep it up for the chorus, too, but other than that, well done!  Good forte sound throughout.",test
1852,She Wore a Yellow Ribbon,1,2,3,"What is the overall score you would assign to the performance, in a scale of 5? ",2,test
1853,She Wore a Yellow Ribbon,1,3,3,"What is the overall score you would assign to the performance, in a scale of 5? ",2,test
1854,She Wore a Yellow Ribbon,1,under tempo and heavy; left hand way too heavy.  No melodic shaping at all.  Rhythm steady though!,3,Can you give an overall assessment of the student performance? Elaborate in detail? ,under tempo and heavy; left hand way too heavy.  No melodic shaping at all.  Rhythm steady though!,test
1855,She Wore a Yellow Ribbon,1,"Too slow and not in style of the piece, but well-played and mistake-free. Poor slurs at times.",3,Can you give an overall assessment of the student performance? Elaborate in detail? ,under tempo and heavy; left hand way too heavy.  No melodic shaping at all.  Rhythm steady though!,test
1856,She Wore a Yellow Ribbon,1,2,4,"What is the overall score you would assign to the performance, in a scale of 5? ",2,test
1857,She Wore a Yellow Ribbon,1,4,4,"What is the overall score you would assign to the performance, in a scale of 5? ",2,test
1858,She Wore a Yellow Ribbon,1,Too slow. LH too heavy. No RH dynamic shaping. Mistake LH line 3. Inconsistent LH staccato at end. Steady rhythm.  Some RH not legato.,4,Can you give an overall assessment of the student performance? Elaborate in detail? ,Too slow. LH too heavy. No RH dynamic shaping. Mistake LH line 3. Inconsistent LH staccato at end. Steady rhythm.  Some RH not legato.,test
1859,She Wore a Yellow Ribbon,1,It sounds good overall but could be faster and more lively.,4,Can you give an overall assessment of the student performance? Elaborate in detail? ,Too slow. LH too heavy. No RH dynamic shaping. Mistake LH line 3. Inconsistent LH staccato at end. Steady rhythm.  Some RH not legato.,test
1860,She Wore a Yellow Ribbon,1,All good,0," What is the overall score you would assign to the performance, in a scale 5? ", 5. ,test
1861,She Wore a Yellow Ribbon,1,All good,0, In which skill level would you say the performer is in? ," Advanced, as the performance has no feedback issues.",test
1862,She Wore a Yellow Ribbon,1,"Overall, the notes and rhythms were very consistent. The tempo stayed mostly consistent, but was a little off at some points. This version was very good, but it felt choppy at some points and could have been more fluid.",1, Is the performed note accurate? ," Yes, the notes were consistent.",test
1863,She Wore a Yellow Ribbon,1,"Overall, the notes and rhythms were very consistent. The tempo stayed mostly consistent, but was a little off at some points. This version was very good, but it felt choppy at some points and could have been more fluid.",1, Is the rhythm accurate? ," Yes, the rhythms were consistent.",test
1864,She Wore a Yellow Ribbon,1,"Overall, the notes and rhythms were very consistent. The tempo stayed mostly consistent, but was a little off at some points. This version was very good, but it felt choppy at some points and could have been more fluid.",1, Is the performed tempo stable? ," Mostly, but it was a little off at some points.",test
1865,She Wore a Yellow Ribbon,1,"Overall, the notes and rhythms were very consistent. The tempo stayed mostly consistent, but was a little off at some points. This version was very good, but it felt choppy at some points and could have been more fluid.",1, Is the performance hesitant or smooth? , The performance was a bit choppy at times and could be more fluid.,test
1866,She Wore a Yellow Ribbon,1,"Good consistent rhythm. Love the left hand march-like chords. Need to keep it up for the chorus, too, but other than that, well done!  Good forte sound throughout.",2, Is the rhythm accurate? ," Yes, the rhythm was consistent.",test
1867,She Wore a Yellow Ribbon,1,"Good consistent rhythm. Love the left hand march-like chords. Need to keep it up for the chorus, too, but other than that, well done!  Good forte sound throughout.",2, Is there reasonable balance between hands? ," Yes, especially with the left hand providing march-like chords.",test
1868,She Wore a Yellow Ribbon,1,"Good consistent rhythm. Love the left hand march-like chords. Need to keep it up for the chorus, too, but other than that, well done!  Good forte sound throughout.",2, What does the student need to work on? , Keep up the consistency in the chorus.,test
1869,She Wore a Yellow Ribbon,1,The notes were played accurately but the piece was played choppily with too many staccatos.,3, Is the performed note accurate? ," Yes, the notes were played accurately.",test
1870,She Wore a Yellow Ribbon,1,The notes were played accurately but the piece was played choppily with too many staccatos.,3, Is the articulation appropriate? ," No, the piece was choppy with too many staccatos.",test
1871,She Wore a Yellow Ribbon,1,under tempo and heavy; left hand way too heavy.  No melodic shaping at all.  Rhythm steady though!,4, How is the overall tempo? , Under tempo.,test
1872,She Wore a Yellow Ribbon,1,under tempo and heavy; left hand way too heavy.  No melodic shaping at all.  Rhythm steady though!,4, Is there reasonalbe dynamics contrast? ," No, the left hand is too heavy.",test
1873,She Wore a Yellow Ribbon,1,under tempo and heavy; left hand way too heavy.  No melodic shaping at all.  Rhythm steady though!,4, Is the phrasing or melodic shaping clear? ," No, there was no melodic shaping.",test
1874,She Wore a Yellow Ribbon,1,under tempo and heavy; left hand way too heavy.  No melodic shaping at all.  Rhythm steady though!,4, Is the rhythm accurate? ," Yes, rhythm was steady.",test
1875,She Wore a Yellow Ribbon,1,"Too slow and not in style of the piece, but well-played and mistake-free. Poor slurs at times.",5, How is the overall tempo? , Too slow.,test
1876,She Wore a Yellow Ribbon,1,"Too slow and not in style of the piece, but well-played and mistake-free. Poor slurs at times.",5, Is the interpretation appropriate to the style of the composition? , Not in style of the piece.,test
1877,She Wore a Yellow Ribbon,1,"Too slow and not in style of the piece, but well-played and mistake-free. Poor slurs at times.",5, Is the articulation appropriate? , Poor slurs at times.,test
1878,She Wore a Yellow Ribbon,1,Too slow. LH too heavy. No RH dynamic shaping. Mistake LH line 3. Inconsistent LH staccato at end. Steady rhythm.  Some RH not legato.,6, How is the overall tempo? , Too slow.,test
1879,She Wore a Yellow Ribbon,1,Too slow. LH too heavy. No RH dynamic shaping. Mistake LH line 3. Inconsistent LH staccato at end. Steady rhythm.  Some RH not legato.,6, Is there reasonalbe dynamics contrast? ," No, left hand too heavy and no right hand dynamic shaping.",test
1880,She Wore a Yellow Ribbon,1,Too slow. LH too heavy. No RH dynamic shaping. Mistake LH line 3. Inconsistent LH staccato at end. Steady rhythm.  Some RH not legato.,6, Is the performed note accurate? ," No, mistake in left hand line 3.",test
1881,She Wore a Yellow Ribbon,1,Too slow. LH too heavy. No RH dynamic shaping. Mistake LH line 3. Inconsistent LH staccato at end. Steady rhythm.  Some RH not legato.,6, Is the articulation appropriate? ," No, inconsistent left hand staccato at end and some right hand not legato.",test
1882,She Wore a Yellow Ribbon,1,Too slow. LH too heavy. No RH dynamic shaping. Mistake LH line 3. Inconsistent LH staccato at end. Steady rhythm.  Some RH not legato.,6, Is the rhythm accurate? ," Yes, rhythm was steady.",test
1883,She Wore a Yellow Ribbon,1,It sounds good overall but could be faster and more lively.,7, How is the overall tempo? , It could be faster.,test
1884,She Wore a Yellow Ribbon,1,It sounds good overall but could be faster and more lively.,7," What is the overall score you would assign to the performance, in a scale 5? ", 4.,test
1885,She Wore a Yellow Ribbon,1,It sounds good overall but could be faster and more lively.,7, How would you describe the emotional intent of the performance? ," Good overall, but could be more lively.",test
1886,She Wore a Yellow Ribbon,2,N/A,-1,What kind of performance might this be? ,This is a student performance.,train
1887,She Wore a Yellow Ribbon,2,N/A,-1,"How would you rate the difficulty level of the piece, in a scale of 9? ",4,train
1888,She Wore a Yellow Ribbon,2,N/A,-1,What kind of music is this piece and what's difficult about it?,This is a traditional song. ,train
1889,She Wore a Yellow Ribbon,2,4,1,"What is the overall score you would assign to the performance, in a scale of 5? ",4,train
1890,She Wore a Yellow Ribbon,2,4,1,"What is the overall score you would assign to the performance, in a scale of 5? ",4,train
1891,She Wore a Yellow Ribbon,2,"Meter errors at the start and middle of the chorus, but otherwise OK",1,Can you give an overall assessment of the student performance? Elaborate in detail? ,"Meter errors at the start and middle of the chorus, but otherwise OK",train
1892,She Wore a Yellow Ribbon,2,"The notes were correct, and the tempo stayed fairly consistent. However, some of the rhythms were incorrectly, especially as they transitioned between the verse and chorus (too long of a pause). Overall, it felt confident, but it dragged in some places.",1,Can you give an overall assessment of the student performance? Elaborate in detail? ,"Meter errors at the start and middle of the chorus, but otherwise OK",train
1893,She Wore a Yellow Ribbon,2,4,2,"What is the overall score you would assign to the performance, in a scale of 5? ",4,train
1894,She Wore a Yellow Ribbon,2,5,2,"What is the overall score you would assign to the performance, in a scale of 5? ",4,train
1895,She Wore a Yellow Ribbon,2,Accurate note reading. Missed correct rhythm going into chorus and at the end of first ending in chorus.,2,Can you give an overall assessment of the student performance? Elaborate in detail? ,Accurate note reading. Missed correct rhythm going into chorus and at the end of first ending in chorus.,train
1896,She Wore a Yellow Ribbon,2,The piece was played accurately and was pleasant to listen to.,2,Can you give an overall assessment of the student performance? Elaborate in detail? ,Accurate note reading. Missed correct rhythm going into chorus and at the end of first ending in chorus.,train
1897,She Wore a Yellow Ribbon,2,3,3,"What is the overall score you would assign to the performance, in a scale of 5? ",3,train
1898,She Wore a Yellow Ribbon,2,4,3,"What is the overall score you would assign to the performance, in a scale of 5? ",3,train
1899,She Wore a Yellow Ribbon,2,Good tempo and character.  Needs more dynamic shaping.  A couple rhythm mistakes (not holding dotted notes long enough).,3,Can you give an overall assessment of the student performance? Elaborate in detail? ,Good tempo and character.  Needs more dynamic shaping.  A couple rhythm mistakes (not holding dotted notes long enough).,train
1900,She Wore a Yellow Ribbon,2,Some counting issues and also too slow. But mostly mistake-free and musical.,3,Can you give an overall assessment of the student performance? Elaborate in detail? ,Good tempo and character.  Needs more dynamic shaping.  A couple rhythm mistakes (not holding dotted notes long enough).,train
1901,She Wore a Yellow Ribbon,2,3,4,"What is the overall score you would assign to the performance, in a scale of 5? ",3,train
1902,She Wore a Yellow Ribbon,2,4,4,"What is the overall score you would assign to the performance, in a scale of 5? ",3,train
1903,She Wore a Yellow Ribbon,2,"Wrong rhythm end lines 3 and 4 and 1st ending. Bit slow, LH slightly heavy and not short enough.",4,Can you give an overall assessment of the student performance? Elaborate in detail? ,"Wrong rhythm end lines 3 and 4 and 1st ending. Bit slow, LH slightly heavy and not short enough.",train
1904,She Wore a Yellow Ribbon,2,"In the ending section, the length of the half and dot note and haft notes are not long enough.",4,Can you give an overall assessment of the student performance? Elaborate in detail? ,"Wrong rhythm end lines 3 and 4 and 1st ending. Bit slow, LH slightly heavy and not short enough.",train
1905,She Wore a Yellow Ribbon,2,"Meter errors at the start and middle of the chorus, but otherwise OK",0, Is the rhythm accurate? , Meter errors at the start and middle of the chorus. ,train
1906,She Wore a Yellow Ribbon,2,"Meter errors at the start and middle of the chorus, but otherwise OK",0, How would you describe the emotional intent of the performance?  , The performance was otherwise OK.   ,train
1907,She Wore a Yellow Ribbon,2,"The notes were correct, and the tempo stayed fairly consistent. However, some of the rhythms were incorrectly, especially as they transitioned between the verse and chorus (too long of a pause). Overall, it felt confident, but it dragged in some places.",1, Is the performed note accurate? , The notes were correct. ,train
1908,She Wore a Yellow Ribbon,2,"The notes were correct, and the tempo stayed fairly consistent. However, some of the rhythms were incorrectly, especially as they transitioned between the verse and chorus (too long of a pause). Overall, it felt confident, but it dragged in some places.",1, Is the performed tempo stable? , The tempo stayed fairly consistent.,train
1909,She Wore a Yellow Ribbon,2,"The notes were correct, and the tempo stayed fairly consistent. However, some of the rhythms were incorrectly, especially as they transitioned between the verse and chorus (too long of a pause). Overall, it felt confident, but it dragged in some places.",1, Is the rhythm accurate? , Some of the rhythms were incorrect.,train
1910,She Wore a Yellow Ribbon,2,"The notes were correct, and the tempo stayed fairly consistent. However, some of the rhythms were incorrectly, especially as they transitioned between the verse and chorus (too long of a pause). Overall, it felt confident, but it dragged in some places.",1, In which skill level would you say the performer is in? , The performance felt confident.,train
1911,She Wore a Yellow Ribbon,2,Accurate note reading. Missed correct rhythm going into chorus and at the end of first ending in chorus.,2, Is the performed note accurate? , Accurate note reading.,train
1912,She Wore a Yellow Ribbon,2,Accurate note reading. Missed correct rhythm going into chorus and at the end of first ending in chorus.,2, Is the rhythm accurate? , Not accurate going into chorus and at the end of first ending in chorus.,train
1913,She Wore a Yellow Ribbon,2,The piece was played accurately and was pleasant to listen to.,3, Is the performance hesitant or smooth? , The piece was played accurately and was pleasant to listen to.,train
1914,She Wore a Yellow Ribbon,2,The piece was played accurately and was pleasant to listen to.,3," What is the overall score you would assign to the performance, in a scale of 5? ", 4,train
1915,She Wore a Yellow Ribbon,2,Good tempo and character.  Needs more dynamic shaping.  A couple rhythm mistakes (not holding dotted notes long enough).,4, How is the overall tempo? , Good tempo.,train
1916,She Wore a Yellow Ribbon,2,Good tempo and character.  Needs more dynamic shaping.  A couple rhythm mistakes (not holding dotted notes long enough).,4, What does the student needs to work on? , Need to work on dynamic shaping and correct rhythm.,train
1917,She Wore a Yellow Ribbon,2,Good tempo and character.  Needs more dynamic shaping.  A couple rhythm mistakes (not holding dotted notes long enough).,4, Is the rhythm accurate? ," Not accurate, not holding dotted notes long enough.",train
1918,She Wore a Yellow Ribbon,2,Some counting issues and also too slow. But mostly mistake-free and musical.,5, How is the overall tempo? , Too slow.,train
1919,She Wore a Yellow Ribbon,2,Some counting issues and also too slow. But mostly mistake-free and musical.,5, Is the rhythm accurate? , There are some counting issues.,train
1920,She Wore a Yellow Ribbon,2,Some counting issues and also too slow. But mostly mistake-free and musical.,5, What does the student needs to work on? , Work on counting and tempo.,train
1921,She Wore a Yellow Ribbon,2,"Wrong rhythm end lines 3 and 4 and 1st ending. Bit slow, LH slightly heavy and not short enough.",6, How is the overall tempo? , Bit slow.,train
1922,She Wore a Yellow Ribbon,2,"Wrong rhythm end lines 3 and 4 and 1st ending. Bit slow, LH slightly heavy and not short enough.",6, Is the rhythm accurate? , Wrong rhythm at the end of lines 3 and 4 and 1st ending.,train
1923,She Wore a Yellow Ribbon,2,"Wrong rhythm end lines 3 and 4 and 1st ending. Bit slow, LH slightly heavy and not short enough.",6, Is the articulation appropriate? , LH slightly heavy and not short enough.,train
1924,She Wore a Yellow Ribbon,2,"In the ending section, the length of the half and dot note and haft notes are not long enough.",7, Is the rhythm accurate? ," In the ending section, the length of the half and dot note and half notes are not long enough.",train
1925,She Wore a Yellow Ribbon,2,"In the ending section, the length of the half and dot note and haft notes are not long enough.",7, What does the student needs to work on? , Work on the length of notes towards the ending.,train
1926,She Wore a Yellow Ribbon,3,N/A,-1,What kind of performance might this be? ,This is a student performance.,train
1927,She Wore a Yellow Ribbon,3,N/A,-1,"How would you rate the difficulty level of the piece, in a scale of 9? ",4,train
1928,She Wore a Yellow Ribbon,3,N/A,-1,What kind of music is this piece and what's difficult about it?,This is a traditional song. ,train
1929,She Wore a Yellow Ribbon,3,4,1,"What is the overall score you would assign to the performance, in a scale of 5? ",4,train
1930,She Wore a Yellow Ribbon,3,5,1,"What is the overall score you would assign to the performance, in a scale of 5? ",4,train
1931,She Wore a Yellow Ribbon,3,Meter errors at the start and repeat of the chorus. This tempo is very nice,1,Can you give an overall assessment of the student performance? Elaborate in detail? ,Meter errors at the start and repeat of the chorus. This tempo is very nice,train
1932,She Wore a Yellow Ribbon,3,"This was really good! It felt upbeat and lively, but not harsh at all.",1,Can you give an overall assessment of the student performance? Elaborate in detail? ,Meter errors at the start and repeat of the chorus. This tempo is very nice,train
1933,She Wore a Yellow Ribbon,3,4,2,"What is the overall score you would assign to the performance, in a scale of 5? ",4,train
1934,She Wore a Yellow Ribbon,3,5,2,"What is the overall score you would assign to the performance, in a scale of 5? ",4,train
1935,She Wore a Yellow Ribbon,3,Good tempo. Good character. Love the lightness of the left hand chords!  Need to count accurately getting from one section to the next.,2,Can you give an overall assessment of the student performance? Elaborate in detail? ,Good tempo. Good character. Love the lightness of the left hand chords!  Need to count accurately getting from one section to the next.,train
1936,She Wore a Yellow Ribbon,3,"On spot with the sheets. In my opinion, only a few piano players in the history could play something 99.9% perfect (because nothing is perfect). Here, I set the maximum perfection to 98% since these are students. This person played 95% perfect on that scale, only thing I did not like was the ending of the first chorus before repetition, it was a bit wobbly and not convincing enough. However, an amazing job, a solid 5, especially relative to other performances. March vibe was carried out wonderfully!",2,Can you give an overall assessment of the student performance? Elaborate in detail? ,Good tempo. Good character. Love the lightness of the left hand chords!  Need to count accurately getting from one section to the next.,train
1937,She Wore a Yellow Ribbon,3,4,3,"What is the overall score you would assign to the performance, in a scale of 5? ",4,train
1938,She Wore a Yellow Ribbon,3,4,3,"What is the overall score you would assign to the performance, in a scale of 5? ",4,train
1939,She Wore a Yellow Ribbon,3,"Very good performance, sense of meter, and light left hand.  Nice musicality.  Just a couple rhythm errors.",3,Can you give an overall assessment of the student performance? Elaborate in detail? ,"Very good performance, sense of meter, and light left hand.  Nice musicality.  Just a couple rhythm errors.",train
1940,She Wore a Yellow Ribbon,3,The player conveys a bouncy rhythm well. They are on tempo well and transition between sections smoothly.,3,Can you give an overall assessment of the student performance? Elaborate in detail? ,"Very good performance, sense of meter, and light left hand.  Nice musicality.  Just a couple rhythm errors.",train
1941,She Wore a Yellow Ribbon,3,4,4,"What is the overall score you would assign to the performance, in a scale of 5? ",4,train
1942,She Wore a Yellow Ribbon,3,5,4,"What is the overall score you would assign to the performance, in a scale of 5? ",4,train
1943,She Wore a Yellow Ribbon,3,"Wrong rhythms wnd of lines 4 last line. Good tempo, balance. Added staccato for RH repeated notes.",4,Can you give an overall assessment of the student performance? Elaborate in detail? ,"Wrong rhythms wnd of lines 4 last line. Good tempo, balance. Added staccato for RH repeated notes.",train
1944,She Wore a Yellow Ribbon,3,"This was excellent. There was not much of a change in sound intensity at the forte, but it was still very good.",4,Can you give an overall assessment of the student performance? Elaborate in detail? ,"Wrong rhythms wnd of lines 4 last line. Good tempo, balance. Added staccato for RH repeated notes.",train
1945,She Wore a Yellow Ribbon,3,Meter errors at the start and repeat of the chorus. This tempo is very nice,0, Is the rhythm accurate? , Meter errors at the start and repeat of the chorus.,train
1946,She Wore a Yellow Ribbon,3,Meter errors at the start and repeat of the chorus. This tempo is very nice,0, How is the overall tempo? , This tempo is very nice.,train
1947,She Wore a Yellow Ribbon,3,"This was really good! It felt upbeat and lively, but not harsh at all.",1, How would you describe the emotional intent of the performance? ," It felt upbeat and lively, but not harsh at all.",train
1948,She Wore a Yellow Ribbon,3,"This was really good! It felt upbeat and lively, but not harsh at all.",1," What is the overall score you would assign to the performance, in a scale of 5? ", 4,train
1949,She Wore a Yellow Ribbon,3,Good tempo. Good character. Love the lightness of the left hand chords!  Need to count accurately getting from one section to the next.,2, How is the overall tempo? , Good tempo.,train
1950,She Wore a Yellow Ribbon,3,Good tempo. Good character. Love the lightness of the left hand chords!  Need to count accurately getting from one section to the next.,2, How would you describe the character of the performance? , Good character. ,train
1951,She Wore a Yellow Ribbon,3,Good tempo. Good character. Love the lightness of the left hand chords!  Need to count accurately getting from one section to the next.,2, Is the performance hesitant or smooth? , Need to count accurately getting from one section to the next.,train
