,piece_name,recording_number,original_feedback,assessor_idx,Q,A,split
1079,Over the Waves,3,"Very inconsistent rhythm/tempo. Wrong note p2, hesitations. Bad balance. No pedal as indicated.",6, Is the performed note accurate? , Wrong note p2.,train
1080,Over the Waves,3,"Very inconsistent rhythm/tempo. Wrong note p2, hesitations. Bad balance. No pedal as indicated.",6, Is the performance hesitant or smooth? , There are hesitations.,train
1081,Over the Waves,3,"Very inconsistent rhythm/tempo. Wrong note p2, hesitations. Bad balance. No pedal as indicated.",6, Is there reasonable balance between hands? , Bad balance.,train
1082,Over the Waves,3,"Very inconsistent rhythm/tempo. Wrong note p2, hesitations. Bad balance. No pedal as indicated.",6, Is the pedal change clean? , No pedal as indicated.,train
1083,Over the Waves,3,The tempo isn't consistent at all (the quarter notes are too short) and there are some wrong notes.,7, Is the performed tempo stable? , The tempo isn't consistent at all (the quarter notes are too short).,train
1084,Over the Waves,3,The tempo isn't consistent at all (the quarter notes are too short) and there are some wrong notes.,7, Is the performed note accurate? , There are some wrong notes.,train
1085,Over the Waves,4,4,1,"What is the overall score you would assign to the performance, in a scale of 5? ",4,train
1086,Over the Waves,4,3,1,"What is the overall score you would assign to the performance, in a scale of 5? ",4,train
1087,Over the Waves,4,4,2,"What is the overall score you would assign to the performance, in a scale of 5? ",4,train
1088,Over the Waves,4,3,2,"What is the overall score you would assign to the performance, in a scale of 5? ",4,train
1089,Over the Waves,4,3,3,"What is the overall score you would assign to the performance, in a scale of 5? ",3,train
1090,Over the Waves,4,4,3,"What is the overall score you would assign to the performance, in a scale of 5? ",3,train
1091,Over the Waves,4,3,4,"What is the overall score you would assign to the performance, in a scale of 5? ",3,train
1092,Over the Waves,4,5,4,"What is the overall score you would assign to the performance, in a scale of 5? ",3,train
1093,Over the Waves,4,"No pedal, but accurate (small error m. 15)  No rit at end",0, Is the performed note accurate? , Small error m. 15.,train
1094,Over the Waves,4,"No pedal, but accurate (small error m. 15)  No rit at end",0, Is there reasonalbe tempo contrast? , No rit at end. ,train
1095,Over the Waves,4,"No pedal, but accurate (small error m. 15)  No rit at end",0, Is the pedal usage appropriate? , No pedal. ,train
1096,Over the Waves,4,"The notes were correct, but some of the rhythms were extremely rushed. In addition, the tempo was not consistent, and it sped up and slowed down sporadically. They also didn't include the ritardando at the end. Overall, it felt very rushed and inconsistent.",1, Is the performed note accurate? , Correct notes. ,train
1097,Over the Waves,4,"The notes were correct, but some of the rhythms were extremely rushed. In addition, the tempo was not consistent, and it sped up and slowed down sporadically. They also didn't include the ritardando at the end. Overall, it felt very rushed and inconsistent.",1, Is the rhythm accurate? , The rhythms were extremely rushed.,train
1098,Over the Waves,4,"The notes were correct, but some of the rhythms were extremely rushed. In addition, the tempo was not consistent, and it sped up and slowed down sporadically. They also didn't include the ritardando at the end. Overall, it felt very rushed and inconsistent.",1, Is the performed tempo stable? ," The tempo was not consistent, and it sped up and slowed down sporadically. ",train
1099,Over the Waves,4,"The notes were correct, but some of the rhythms were extremely rushed. In addition, the tempo was not consistent, and it sped up and slowed down sporadically. They also didn't include the ritardando at the end. Overall, it felt very rushed and inconsistent.",1, Is there reasonalbe tempo contrast? , Didn't include the ritardando at the end. ,train
1100,Over the Waves,4,Pretty good. Tempo rushed a bit. Misread left hand notes at the end of first half.   I would have liked left hand staccatos to be of the same length throughout.,2, In which skill level would you say the performer is in? , Pretty good.,train
1101,Over the Waves,4,Pretty good. Tempo rushed a bit. Misread left hand notes at the end of first half.   I would have liked left hand staccatos to be of the same length throughout.,2, How is the overall tempo? , Tempo rushed a bit.,train
1102,Over the Waves,4,Pretty good. Tempo rushed a bit. Misread left hand notes at the end of first half.   I would have liked left hand staccatos to be of the same length throughout.,2, Is the performed note accurate? , Misread left-hand notes at the end of the first half.,train
1103,Over the Waves,4,Pretty good. Tempo rushed a bit. Misread left hand notes at the end of first half.   I would have liked left hand staccatos to be of the same length throughout.,2, What does the student needs to work on? , Left-hand staccatos to be of the same length throughout.,train
1104,Over the Waves,4,The piece was played accurately except for one note mistake. The rhythm was a little fast at times as well.,3, Is the performed note accurate? , Except for one note mistake.,train
1105,Over the Waves,4,The piece was played accurately except for one note mistake. The rhythm was a little fast at times as well.,3, Is the rhythm accurate? , The rhythm was a little fast at times.,train
1106,Over the Waves,4,good tempo and character.  A couple mistakes.,4, How is the overall tempo? , Good tempo.,train
1107,Over the Waves,4,good tempo and character.  A couple mistakes.,4," What is the overall score you would assign to the performance, in a scale 5? ", 3.5. (A couple of mistakes),train
1108,Over the Waves,4,"Not totally accurate with notes, especially in left hand, and rushed a little. But overall it was nice to listen to.",5, Is the performed note accurate? ," Not totally accurate with notes, especially in left hand.",train
1109,Over the Waves,4,"Not totally accurate with notes, especially in left hand, and rushed a little. But overall it was nice to listen to.",5, How is the overall tempo? , Rushed a little.,train
1110,Over the Waves,4,"Wrong notes bottom p1 and p2. No rit at end. No pedal. Good tempo, balance OK.",6, Is the performed note accurate? , Wrong notes bottom p1 and p2.,train
1111,Over the Waves,4,"Wrong notes bottom p1 and p2. No rit at end. No pedal. Good tempo, balance OK.",6, Is there reasonalbe tempo contrast? , No rit at end.,train
1112,Over the Waves,4,"Wrong notes bottom p1 and p2. No rit at end. No pedal. Good tempo, balance OK.",6, Is the pedal usage appropriate? , No pedal.,train
1113,Over the Waves,4,"Wrong notes bottom p1 and p2. No rit at end. No pedal. Good tempo, balance OK.",6, How is the overall tempo? , Good tempo.,train
1114,Over the Waves,4,"Wrong notes bottom p1 and p2. No rit at end. No pedal. Good tempo, balance OK.",6, Is there a reasonable balance between hands? , Balance OK.,train
1115,Over the Waves,4,This version has very good melody line and follows the score very well.,7, How would you describe the emotional intent of the performance? , This version has very good melody line.,train
1116,Over the Waves,4,This version has very good melody line and follows the score very well.,7, Is the performance following score instructions? , Follows the score very well.,train
1117,Over the Waves,5,4,1,"What is the overall score you would assign to the performance, in a scale of 5? ",4,train
1118,Over the Waves,5,4,1,"What is the overall score you would assign to the performance, in a scale of 5? ",4,train
1119,Over the Waves,5,5,2,"What is the overall score you would assign to the performance, in a scale of 5? ",5,train
1120,Over the Waves,5,4,2,"What is the overall score you would assign to the performance, in a scale of 5? ",5,train
1121,Over the Waves,5,3,3,"What is the overall score you would assign to the performance, in a scale of 5? ",3,train
1122,Over the Waves,5,3,3,"What is the overall score you would assign to the performance, in a scale of 5? ",3,train
1123,Over the Waves,5,2,4,"What is the overall score you would assign to the performance, in a scale of 5? ",2,train
1124,Over the Waves,5,4,4,"What is the overall score you would assign to the performance, in a scale of 5? ",2,train
1125,Over the Waves,5,"No pedal, no rit, but otherwise OK",0, Is the pedal usage appropriate? , No pedal.,train
1126,Over the Waves,5,"No pedal, no rit, but otherwise OK",0, Is there reasonable tempo contrast? , No rit.,train
1127,Over the Waves,5,"No pedal, no rit, but otherwise OK",0, Is the performance following score instructions? , Otherwise OK.,train
1128,Over the Waves,5,"The notes and rhythms were correct; however, the tempo was somewhat inconsistent and felt rushed at some points. They also didn't include the ritardando at the end.",1, Is the performed note accurate? , The notes were correct.,train
1129,Over the Waves,5,"The notes and rhythms were correct; however, the tempo was somewhat inconsistent and felt rushed at some points. They also didn't include the ritardando at the end.",1, Is the rhythm accurate? , The rhythms were correct.,train
1130,Over the Waves,5,"The notes and rhythms were correct; however, the tempo was somewhat inconsistent and felt rushed at some points. They also didn't include the ritardando at the end.",1, Is the performed tempo stable? , The tempo was somewhat inconsistent and felt rushed at some points.,train
1131,Over the Waves,5,"The notes and rhythms were correct; however, the tempo was somewhat inconsistent and felt rushed at some points. They also didn't include the ritardando at the end.",1, Is there reasonalbe tempo contrast? , They didn't include the ritardando at the end.,train
1132,Over the Waves,5,"Excellent! Consistent playing! If anything, tempo is a bit slow. But excellent tempo and rhythm and counting.   Nice recovery last line!",2, In which skill level would you say the performer is in? , Excellent! Consistent playing!,train
1133,Over the Waves,5,"Excellent! Consistent playing! If anything, tempo is a bit slow. But excellent tempo and rhythm and counting.   Nice recovery last line!",2, How is the overall tempo? , Tempo is a bit slow.,train
1134,Over the Waves,5,"Excellent! Consistent playing! If anything, tempo is a bit slow. But excellent tempo and rhythm and counting.   Nice recovery last line!",2, Is the rhythm accurate? , Excellent rhythm.,train
1135,Over the Waves,5,The piece was played accurately and with pedal but the rhythm gradually sped up as the piece went on.,3, Is the performed note accurate? , The piece was played accurately.,train
1136,Over the Waves,5,The piece was played accurately and with pedal but the rhythm gradually sped up as the piece went on.,3, Is the pedal usage appropriate? , Played with pedal.,train
1137,Over the Waves,5,The piece was played accurately and with pedal but the rhythm gradually sped up as the piece went on.,3, Is the performed tempo stable? , The rhythm gradually sped up as the piece went on.,train
1138,Over the Waves,5,a little too beat-by-beat; needed more waltz feel.  But good accuracy and rhythm overall.  Left hand a bit choppy.,4, Is there reasonalbe tempo contrast? , Tempo a little too beat-by-beat.,train
1139,Over the Waves,5,a little too beat-by-beat; needed more waltz feel.  But good accuracy and rhythm overall.  Left hand a bit choppy.,4, Is the performed note accurate? , Note accurate.,train
1140,Over the Waves,5,a little too beat-by-beat; needed more waltz feel.  But good accuracy and rhythm overall.  Left hand a bit choppy.,4, Is the rhythm accurate? , Good accuracy and rhythm overall.,train
1141,Over the Waves,5,a little too beat-by-beat; needed more waltz feel.  But good accuracy and rhythm overall.  Left hand a bit choppy.,4, Is the articulation appropriate? , Left hand a bit choppy.,train
1142,Over the Waves,5,"Sounded pleasant, but needs more attention on note lengths, ties, and rests. Wanted to rush a little as well.",5, How would you describe the emotional intent of the performance? , Sounded pleasant.,train
1143,Over the Waves,5,"Sounded pleasant, but needs more attention on note lengths, ties, and rests. Wanted to rush a little as well.",5, What does the student needs to work on? ," More attention on note lengths, ties, and rests. ",train
1144,Over the Waves,5,Too slow. No pedal. LH too loud. Wrong LH rhythm last line. No melodic shaping.,6, How is the overall tempo? , Too slow,train
1145,Over the Waves,5,Too slow. No pedal. LH too loud. Wrong LH rhythm last line. No melodic shaping.,6, Is the pedal usage appropriate? , No pedal.,train
1146,Over the Waves,5,Too slow. No pedal. LH too loud. Wrong LH rhythm last line. No melodic shaping.,6, Is the balance between hands reasonable? , LH too loud.,train
1147,Over the Waves,5,Too slow. No pedal. LH too loud. Wrong LH rhythm last line. No melodic shaping.,6, Is the phrasing or melodic shaping clear?  , No melodic shaping.,train
1148,Over the Waves,5,This version sounds very good with no wrong notes but the tempo is a little too slow and doesn't sound like a real waltz.,7,  In which skill level would you say the performer is in? , This version sounds very good.,train
1149,Over the Waves,5,This version sounds very good with no wrong notes but the tempo is a little too slow and doesn't sound like a real waltz.,7, Is the performed note accurate? , No wrong notes.,train
1150,Over the Waves,5,This version sounds very good with no wrong notes but the tempo is a little too slow and doesn't sound like a real waltz.,7, How is the overall tempo? , Tempo is a little too slow.,train
1151,Over the Waves,5,This version sounds very good with no wrong notes but the tempo is a little too slow and doesn't sound like a real waltz.,7, Is the interpretation appropriate to the style of the composition? , Doesn't sound like a real waltz.,train
1152,Over the Waves,6,4,1,"What is the overall score you would assign to the performance, in a scale of 5? ",4,train
1153,Over the Waves,6,4,1,"What is the overall score you would assign to the performance, in a scale of 5? ",4,train
1154,Over the Waves,6,4,2,"What is the overall score you would assign to the performance, in a scale of 5? ",4,train
1155,Over the Waves,6,2,2,"What is the overall score you would assign to the performance, in a scale of 5? ",4,train
1156,Over the Waves,6,1,3,"What is the overall score you would assign to the performance, in a scale of 5? ",1,train
1157,Over the Waves,6,2,3,"What is the overall score you would assign to the performance, in a scale of 5? ",1,train
1158,Over the Waves,6,2,4,"What is the overall score you would assign to the performance, in a scale of 5? ",2,train
1159,Over the Waves,6,4,4,"What is the overall score you would assign to the performance, in a scale of 5? ",2,train
1160,Over the Waves,6,"Too slow LH too loud, but thanks for the pedal. Accurate otherwise",0, How is the overall tempo? , Too slow.,train
1161,Over the Waves,6,"Too slow LH too loud, but thanks for the pedal. Accurate otherwise",0, Is there reasonable balance between hands? ," No, left hand too loud.",train
1162,Over the Waves,6,"Too slow LH too loud, but thanks for the pedal. Accurate otherwise",0, Is the pedal usage appropriate? ," Yes, pedal use is appreciated.",train
1163,Over the Waves,6,"Too slow LH too loud, but thanks for the pedal. Accurate otherwise",0, Is the performed note accurate? ," Yes, notes are performed accurately.",train
1164,Over the Waves,6,"The notes and rhythms were correct, and they followed the petal notation correctly. Overall, it was very consistent, but the tempo felt a little too slow, especially since it was supposed to be a ""medium waltz.""",1, Is the performed note accurate? ," Yes, the notes were correct.",train
1165,Over the Waves,6,"The notes and rhythms were correct, and they followed the petal notation correctly. Overall, it was very consistent, but the tempo felt a little too slow, especially since it was supposed to be a ""medium waltz.""",1, Is the rhythm accurate? ," Yes, the rhythms were correct.",train
1166,Over the Waves,6,"The notes and rhythms were correct, and they followed the petal notation correctly. Overall, it was very consistent, but the tempo felt a little too slow, especially since it was supposed to be a ""medium waltz.""",1, Is the pedal change clean? ," Yes, they followed the pedal notation correctly.",train
1167,Over the Waves,6,"The notes and rhythms were correct, and they followed the petal notation correctly. Overall, it was very consistent, but the tempo felt a little too slow, especially since it was supposed to be a ""medium waltz.""",1, How is the overall tempo? , The tempo felt a little too slow.,train
1168,Over the Waves,6,Great that you used pedal. Overall left hand is way too loud.   Excellent counting! Though a bit under speed..,2, Is the pedal usage appropriate? ," Yes, pedal usage is appropriate.",train
1169,Over the Waves,6,Great that you used pedal. Overall left hand is way too loud.   Excellent counting! Though a bit under speed..,2, Is there reasonable balance between hands? ," No, left hand is way too loud.",train
1170,Over the Waves,6,Great that you used pedal. Overall left hand is way too loud.   Excellent counting! Though a bit under speed..,2, How is the overall tempo? , A bit under speed.,train
1171,Over the Waves,6,"The pedal was used but was exaggerated to an unnecessary level, which made listening to the piece feel jolty and unpleasant.",3, Is the pedal usage appropriate? ," No, the pedal was exaggerated to an unnecessary level.",train
1172,Over the Waves,6,Tempo too slow and left hand too loud.  Very little sense of phrasing.,4, How is the overall tempo? , Tempo too slow.,train
1173,Over the Waves,6,Tempo too slow and left hand too loud.  Very little sense of phrasing.,4, Is there reasonable balance between hands? ," No, left hand too loud.",train
1174,Over the Waves,6,Tempo too slow and left hand too loud.  Very little sense of phrasing.,4, Is the phrasing or melodic shaping clear? ," No, very little sense of phrasing.",train
1175,Over the Waves,6,"Consistent meter throughout, but balance between hands was poor and accompaniment styling was bad.",5, Is the performed tempo stable? ," Yes, consistent meter throughout.",train
1176,Over the Waves,6,"Consistent meter throughout, but balance between hands was poor and accompaniment styling was bad.",5, Is there reasonable balance between hands? ," No, balance between hands was poor.",train
1177,Over the Waves,6,Way too slow. LH way too loud. No RH dynamic shaping. No rit. Sometimes pedal went down too early and caught sound of previous measure.,6, How is the overall tempo? , Way too slow.,train
1178,Over the Waves,6,Way too slow. LH way too loud. No RH dynamic shaping. No rit. Sometimes pedal went down too early and caught sound of previous measure.,6, Is there reasonable balance between hands? ," No, left hand way too loud.",train
1179,Over the Waves,6,Way too slow. LH way too loud. No RH dynamic shaping. No rit. Sometimes pedal went down too early and caught sound of previous measure.,6, Is the pedal usage appropriate? ," No, sometimes pedal went down too early and caught sound of previous measure.",train
1180,Over the Waves,6,"The piece is good overall but sounds too lyrical, which is not like a waltz.",7, In which skill level would you say the performer is in? , The piece is performed well.,train
1181,Over the Waves,6,"The piece is good overall but sounds too lyrical, which is not like a waltz.",7, Is the interpretation appropriate to the style of the composition? ," No, it sounds too lyrical, which is not like a waltz.",train
1182,Over the Waves,7,3,1,"What is the overall score you would assign to the performance, in a scale of 5? ",3,train
1183,Over the Waves,7,3,1,"What is the overall score you would assign to the performance, in a scale of 5? ",3,train
1184,Over the Waves,7,3,2,"What is the overall score you would assign to the performance, in a scale of 5? ",3,train
1185,Over the Waves,7,4,2,"What is the overall score you would assign to the performance, in a scale of 5? ",3,train
1186,Over the Waves,7,3,3,"What is the overall score you would assign to the performance, in a scale of 5? ",3,train
1187,Over the Waves,7,4,3,"What is the overall score you would assign to the performance, in a scale of 5? ",3,train
1188,Over the Waves,7,2,4,"What is the overall score you would assign to the performance, in a scale of 5? ",2,train
1189,Over the Waves,7,4,4,"What is the overall score you would assign to the performance, in a scale of 5? ",2,train
1190,Over the Waves,7,"No pedal, small errors m 22 and 30",0, Is the pedal change clean? , No pedal.,train
1191,Over the Waves,7,"No pedal, small errors m 22 and 30",0, Is the performed note accurate? , Small errors at measure 22 and 30.,train
1192,Over the Waves,7,"The performer proved to have some hesitation in doing this piece, but they got through it just fine. The notes were a little harsh, but everything sounded right to me.",1, Is the performance hesitant or smooth? , Some hesitation in the performance.,train
1193,Over the Waves,7,"The performer proved to have some hesitation in doing this piece, but they got through it just fine. The notes were a little harsh, but everything sounded right to me.",1, How is the tone production? , The notes were a little harsh.,train
1194,Over the Waves,7,"The performer proved to have some hesitation in doing this piece, but they got through it just fine. The notes were a little harsh, but everything sounded right to me.",1, Is the performed note accurate? , Everything sounded right.,train
1195,Over the Waves,7,Good rhythm. Need to differentiate left hand slurs vs. left hand staccatos.  Tempo is good.,2, Is the rhythm accurate? , Good rhythm. ,train
1196,Over the Waves,7,Good rhythm. Need to differentiate left hand slurs vs. left hand staccatos.  Tempo is good.,2, Is the articulation appropriate? , Need to differentiate left hand slurs vs. left hand staccatos. ,train
1197,Over the Waves,7,Good rhythm. Need to differentiate left hand slurs vs. left hand staccatos.  Tempo is good.,2, How is the overall tempo? , The tempo is good.,train
1198,Over the Waves,7,"I like the correctness in reading what was required in the sheets. Rit. at the end respected. One crescendo was not carried out as I expected. Not enough lively for my taste, it is a waltz!",3, Is the performance following score instructions? , Correctness in reading what was required in the sheets.,train
1199,Over the Waves,7,"I like the correctness in reading what was required in the sheets. Rit. at the end respected. One crescendo was not carried out as I expected. Not enough lively for my taste, it is a waltz!",3, Is there reasonable tempo contrast? , The rit. at the end was respected. ,train
1200,Over the Waves,7,"I like the correctness in reading what was required in the sheets. Rit. at the end respected. One crescendo was not carried out as I expected. Not enough lively for my taste, it is a waltz!",3, Is there reasonable dynamics contrast? , One crescendo was not carried out as expected.,train
1201,Over the Waves,7,"I like the correctness in reading what was required in the sheets. Rit. at the end respected. One crescendo was not carried out as I expected. Not enough lively for my taste, it is a waltz!",3, Is the interpretation appropriate to the style of the composition? , Not enough lively for a waltz.,train
1202,Over the Waves,7,"Nice balance overall, tempo, accuracy.  Sometimes phrase endings were a bit abrupt.  Right hand could be smoother.",4, Is the balance (between hands) reasonable? , Nice balance overall ,train
1203,Over the Waves,7,"Nice balance overall, tempo, accuracy.  Sometimes phrase endings were a bit abrupt.  Right hand could be smoother.",4, How is the overall tempo? , Good tempo.,train
1204,Over the Waves,7,"Nice balance overall, tempo, accuracy.  Sometimes phrase endings were a bit abrupt.  Right hand could be smoother.",4, Is the performed note accurate? , Accurate notes.,train
1205,Over the Waves,7,"Nice balance overall, tempo, accuracy.  Sometimes phrase endings were a bit abrupt.  Right hand could be smoother.",4, How clear is the phrasing or melodic shaping? , Phrase endings were a bit abrupt.,train
1206,Over the Waves,7,The player is very accurate and has great tone. The chords are smooth and the tempo is even.,5, Is the performed note accurate? , The player is very accurate.,train
1207,Over the Waves,7,The player is very accurate and has great tone. The chords are smooth and the tempo is even.,5, How is the tone production? , Great tone.,train
1208,Over the Waves,7,The player is very accurate and has great tone. The chords are smooth and the tempo is even.,5, How is the overall tempo? , The tempo is even.,train
1209,Over the Waves,7,Too slow and plodding. No pedal. Some LH slurs not observed some measures. Wrong note last line.,6, How is the overall tempo? , Too slow and plodding.,train
1210,Over the Waves,7,Too slow and plodding. No pedal. Some LH slurs not observed some measures. Wrong note last line.,6, Is the pedal usage appropriate? , No pedal used.,train
1211,Over the Waves,7,Too slow and plodding. No pedal. Some LH slurs not observed some measures. Wrong note last line.,6, Is the articulation appropriate? , Some LH slurs not observed some measures. ,train
1212,Over the Waves,7,Too slow and plodding. No pedal. Some LH slurs not observed some measures. Wrong note last line.,6, Is the performed note accurate? , Wrong note last line.,train
1213,Over the Waves,7,"This was very good, but it did not seem like the player was using the pedal at all.",7," What is the overall score you would assign to the performance, in a scale of 5? ", 4 ,train
1214,Over the Waves,7,"This was very good, but it did not seem like the player was using the pedal at all.",7, Is the pedal usage appropriate? , The player was not using the pedal.,train
1215,Over the Waves,8,2,1,"What is the overall score you would assign to the performance, in a scale of 5? ",2,train
1216,Over the Waves,8,1,1,"What is the overall score you would assign to the performance, in a scale of 5? ",2,train
1217,Over the Waves,8,1,2,"What is the overall score you would assign to the performance, in a scale of 5? ",1,train
1218,Over the Waves,8,1,2,"What is the overall score you would assign to the performance, in a scale of 5? ",1,train
1219,Over the Waves,8,1,3,"What is the overall score you would assign to the performance, in a scale of 5? ",1,train
1220,Over the Waves,8,2,3,"What is the overall score you would assign to the performance, in a scale of 5? ",1,train
1221,Over the Waves,8,1,4,"What is the overall score you would assign to the performance, in a scale of 5? ",1,train
1222,Over the Waves,8,2,4,"What is the overall score you would assign to the performance, in a scale of 5? ",1,train
1223,Over the Waves,8,RH is an octave too high and full of pitch errors. no pedal,0, Is the performed note accurate? , Full of pitch errors.,train
1224,Over the Waves,8,RH is an octave too high and full of pitch errors. no pedal,0, Is the pedal usage appropriate? , No pedal.,train
1225,Over the Waves,8,RH is an octave too high and full of pitch errors. no pedal,0, Is the performance following score instructions? , RH is an octave too high.,train
1226,Over the Waves,8,"The performance of this piece was not very good. Hesitation and wrong notes abound, but they at least got through it.",1," What is the overall score you would assign to the performance, in a scale of 5? ", 2,train
1227,Over the Waves,8,"The performance of this piece was not very good. Hesitation and wrong notes abound, but they at least got through it.",1, Is the integrity of the performance smooth? , Hesitant performance. ,train
1228,Over the Waves,8,"The performance of this piece was not very good. Hesitation and wrong notes abound, but they at least got through it.",1, Is the performed note accurate? , Has many wrong notes. ,train
1229,Over the Waves,8,Too many mistakes. Misread right hand notes. Also right hand is an octave lower.  Left hand chords are little better. But not consistent.,2, Is the performed note accurate? ," Misread right hand notes, and also right hand is an octave lower.",train
1230,Over the Waves,8,Too many mistakes. Misread right hand notes. Also right hand is an octave lower.  Left hand chords are little better. But not consistent.,2, Is the performance following score instructions? , Right hand is an octave lower.,train
1231,Over the Waves,8,Too many mistakes. Misread right hand notes. Also right hand is an octave lower.  Left hand chords are little better. But not consistent.,2, Is the performer's left hand chord technique consistent? , Not consistent.,train
1232,Over the Waves,8,"Just was not prepared as it was supposed to be. Too many mistakes in simply reading the sheets. Dynamics boring. No melody lines and phrases were carried out to make sense. Very poor and hard to listen to performance, sadly.",3, Is the performance hesitant or smooth? , Performer was not prepared and made too many mistakes. ,train
1233,Over the Waves,8,"Just was not prepared as it was supposed to be. Too many mistakes in simply reading the sheets. Dynamics boring. No melody lines and phrases were carried out to make sense. Very poor and hard to listen to performance, sadly.",3, Is there reasonable dynamics contrast? , Dynamics were boring.,train
1234,Over the Waves,8,"Just was not prepared as it was supposed to be. Too many mistakes in simply reading the sheets. Dynamics boring. No melody lines and phrases were carried out to make sense. Very poor and hard to listen to performance, sadly.",3, Is the phrasing or melodic shaping clear? , No melody lines and phrases were carried out to make sense.,train
1235,Over the Waves,8,Right hand an octave too high.  Lots of wrong notes and hesitating.,4, Is the performed note accurate? , Lots of wrong notes.,train
1236,Over the Waves,8,Right hand an octave too high.  Lots of wrong notes and hesitating.,4, Is the performance following score instructions? , Right hand an octave too high.,train
1237,Over the Waves,8,Right hand an octave too high.  Lots of wrong notes and hesitating.,4, Is the integrity of the performance smooth? , Hesitant performance. ,train
1238,Over the Waves,8,"The player seems a bit hesitant at times and slows the tempo to compensate for this. They did not stop through, which was good.",5, Is the performed tempo stable? , Player seems to slow the tempo to compensate for hesitation.,train
1239,Over the Waves,8,"The player seems a bit hesitant at times and slows the tempo to compensate for this. They did not stop through, which was good.",5, In which skill level would you say the performer is in? ," Intermediate. They did not stop through, which was good.",train
1240,Over the Waves,8,RH in wrong octave--to high. Lost of wrong notes. Inconsistent LH articulation. Hesitations.,6, Is the performed note accurate? , Lots of wrong notes.,train
1241,Over the Waves,8,RH in wrong octave--to high. Lost of wrong notes. Inconsistent LH articulation. Hesitations.,6, Is the articulation appropriate? , Inconsistent LH articulation.,train
1242,Over the Waves,8,RH in wrong octave--to high. Lost of wrong notes. Inconsistent LH articulation. Hesitations.,6, Is the performance following score instructions? , RH in wrong octave--too high.,train
1243,Over the Waves,8,"The pace was off and changing all throughout the recording, many notes were played incorrectly, and the right hand was played an octave too high.",7, Is the performed tempo stable? , The pace was off and changing all throughout the recording.,train
1244,Over the Waves,8,"The pace was off and changing all throughout the recording, many notes were played incorrectly, and the right hand was played an octave too high.",7, Is the performed note accurate? , Many notes were played incorrectly.,train
1245,Over the Waves,8,"The pace was off and changing all throughout the recording, many notes were played incorrectly, and the right hand was played an octave too high.",7, Is the performance following score instructions? , The right hand was played an octave too high.,train
1246,Over the Waves,9,4,1,"What is the overall score you would assign to the performance, in a scale of 5? ",4,train
1247,Over the Waves,9,5,1,"What is the overall score you would assign to the performance, in a scale of 5? ",4,train
1248,Over the Waves,9,5,2,"What is the overall score you would assign to the performance, in a scale of 5? ",5,train
1249,Over the Waves,9,4,2,"What is the overall score you would assign to the performance, in a scale of 5? ",5,train
1250,Over the Waves,9,4,3,"What is the overall score you would assign to the performance, in a scale of 5? ",4,train
1251,Over the Waves,9,5,3,"What is the overall score you would assign to the performance, in a scale of 5? ",4,train
1252,Over the Waves,9,4,4,"What is the overall score you would assign to the performance, in a scale of 5? ",4,train
1253,Over the Waves,9,3,4,"What is the overall score you would assign to the performance, in a scale of 5? ",4,train
1254,Over the Waves,9,"Not pedaled correctly., but OK otherwise . nice rit. at end",0, Is the pedal usage appropriate? , Not pedaled correctly. ,train
1255,Over the Waves,9,"Not pedaled correctly., but OK otherwise . nice rit. at end",0, How is the overall tempo? , OK tempo.,train
1256,Over the Waves,9,"Not pedaled correctly., but OK otherwise . nice rit. at end",0, Is the performance following score instructions? , Nice ritardando at the end.,train
1257,Over the Waves,9,"Smooth and controlled. Great rit. at the end, nice poppy staccatos, not too many critiques to give so a 5.",1, Integrity: Is the performance hesitant or smooth? , Smooth and controlled.,train
1258,Over the Waves,9,"Smooth and controlled. Great rit. at the end, nice poppy staccatos, not too many critiques to give so a 5.",1," What is the overall score you would assign to the performance, in a scale 5? ", 5.,train
1259,Over the Waves,9,"Smooth and controlled. Great rit. at the end, nice poppy staccatos, not too many critiques to give so a 5.",1, Is the articulation appropriate? , Nice poppy staccatos.,train
1260,Over the Waves,9,"Smooth and controlled. Great rit. at the end, nice poppy staccatos, not too many critiques to give so a 5.",1, How would you describe the emotional intent of the performance? , Great ritardando at the end.,train
1261,Over the Waves,9,Nice waltz tempo. Good rhythm and rise and fall on the right hand. Nice rubato at the end.,2, How is the overall tempo? , Nice waltz tempo.,train
1262,Over the Waves,9,Nice waltz tempo. Good rhythm and rise and fall on the right hand. Nice rubato at the end.,2, Is the rhythm accurate? , Good rhythm.,train
1263,Over the Waves,9,Nice waltz tempo. Good rhythm and rise and fall on the right hand. Nice rubato at the end.,2, What does the student needs to work on? , Good rise and fall on the right hand.,train
1264,Over the Waves,9,Nice waltz tempo. Good rhythm and rise and fall on the right hand. Nice rubato at the end.,2, Is there reasonalbe tempo contrast? , Nice rubato at the end.,train
1265,Over the Waves,9,"This recording is mostly good, but has some unclear pedals.",3, How would you describe the emotional intent of the performance? , Mostly good.,train
1266,Over the Waves,9,"This recording is mostly good, but has some unclear pedals.",3, Is the pedal change clean? , Some unclear pedals.,train
1267,Over the Waves,9,Pretty good; light approach and good character.  Left hand chord releases just a bit too short.,4, How would you describe the emotional intent of the performance? , Pretty good; light approach and good character.,train
1268,Over the Waves,9,Pretty good; light approach and good character.  Left hand chord releases just a bit too short.,4, Is the articulation appropriate? , Left hand chord releases just a bit too short.,train
