,id,mark_sub_level,title,upload_date,duration,view_count,like_count,dislike_count,comment_count,webpage_url,channel_url,split,audio_path,Q,A
539,aIv_h4CYAcw,,sight reading- Dance of the irish from piano adventure level 2A,20220121,56,10,0.0,,0.0,https://www.youtube.com/watch?v=aIv_h4CYAcw,https://www.youtube.com/channel/UCPeqzo8Hndo3orUoKEbVbtA,train,/data/scratch/acw630/PianoJudge/novice/aIv_h4CYAcw.wav,"From the sound of it, is this a student or master level performance?",This performance has the characteristics of played by a novice.
540,7QDFRq6xvPI,,Sight Reading- ABRSM initial grade This old man,20220505,33,19,1.0,,0.0,https://www.youtube.com/watch?v=7QDFRq6xvPI,https://www.youtube.com/channel/UCPeqzo8Hndo3orUoKEbVbtA,train,/data/scratch/acw630/PianoJudge/novice/7QDFRq6xvPI.wav,Does this sound like a performance by a student or a master?,This performance has the characteristics of played by a novice.
541,NPFEcwoKoHw,,Sight Reading-Czerny 82 Piano Studies no 7(鋼琴小博士),20191207,17,13,0.0,,,https://www.youtube.com/watch?v=NPFEcwoKoHw,https://www.youtube.com/channel/UCPeqzo8Hndo3orUoKEbVbtA,train,/data/scratch/acw630/PianoJudge/novice/NPFEcwoKoHw.wav,Would you say this performance sounds more like it's by a student or a master?,This sounds like a student performance.
542,oeZdwvHTypI,,6手聯彈-午夜騎士,20201230,52,63,2.0,,0.0,https://www.youtube.com/watch?v=oeZdwvHTypI,https://www.youtube.com/channel/UCPeqzo8Hndo3orUoKEbVbtA,train,/data/scratch/acw630/PianoJudge/novice/oeZdwvHTypI.wav,"From the sound of it, is this a student or master level performance?",This performance has the characteristics of played by a novice.
543,jWq3lrgqopM,,Schumann Op 15 no 1,20191109,69,28,0.0,,0.0,https://www.youtube.com/watch?v=jWq3lrgqopM,https://www.youtube.com/channel/UCPeqzo8Hndo3orUoKEbVbtA,train,/data/scratch/acw630/PianoJudge/novice/jWq3lrgqopM.wav,Does this sound like a performance by a student or a master?,This sounds like a student performance.
544,TulHDIV0Jy0,,Grieg Op 12 no 6 Norwegian melody,20181119,81,49,0.0,,0.0,https://www.youtube.com/watch?v=TulHDIV0Jy0,https://www.youtube.com/channel/UCPeqzo8Hndo3orUoKEbVbtA,train,/data/scratch/acw630/PianoJudge/novice/TulHDIV0Jy0.wav,"From the sound of it, is this a student or master level performance?",This appears to be a student performance.
545,YHoGOUVx-Xc,,Sight Reading - ABRSM 23-24 Initial Grade A3 Patterns,20220906,28,6,0.0,,0.0,https://www.youtube.com/watch?v=YHoGOUVx-Xc,https://www.youtube.com/channel/UCPeqzo8Hndo3orUoKEbVbtA,train,/data/scratch/acw630/PianoJudge/novice/YHoGOUVx-Xc.wav,"From the sound of it, is this a student or master level performance?",This performance has the characteristics of played by a novice.
546,sXr7zha4cpU,,Sight Reading - ABRSM 19-20 Piano Grade 4 C1 William Gillock Holiday in Paris,20191203,102,52,0.0,,0.0,https://www.youtube.com/watch?v=sXr7zha4cpU,https://www.youtube.com/channel/UCPeqzo8Hndo3orUoKEbVbtA,train,/data/scratch/acw630/PianoJudge/novice/sXr7zha4cpU.wav,Would you say this performance sounds more like it's by a student or a master?,This appears to be a student performance.
547,a3yEOucVnCM,,ABRSM Grade 8 A1 Sarabande by JS Bach,20191003,126,41,0.0,,2.0,https://www.youtube.com/watch?v=a3yEOucVnCM,https://www.youtube.com/channel/UCPeqzo8Hndo3orUoKEbVbtA,test,/data/scratch/acw630/PianoJudge/novice/a3yEOucVnCM.wav,Who might be the composer of this piece?,Bach
547,a3yEOucVnCM,,ABRSM Grade 8 A1 Sarabande by JS Bach,20191003,126,41,0.0,,2.0,https://www.youtube.com/watch?v=a3yEOucVnCM,https://www.youtube.com/channel/UCPeqzo8Hndo3orUoKEbVbtA,test,/data/scratch/acw630/PianoJudge/novice/a3yEOucVnCM.wav,"From the sound of it, is this a student or master level performance?",This performance has the characteristics of played by a novice.
548,l9i7AqebVuA,,Sight Reading 輕鬆學鋼琴3 Chords Delight,20220916,18,37,0.0,,,https://www.youtube.com/watch?v=l9i7AqebVuA,https://www.youtube.com/channel/UCPeqzo8Hndo3orUoKEbVbtA,train,/data/scratch/acw630/PianoJudge/novice/l9i7AqebVuA.wav,Does this sound like a performance by a student or a master?,This appears to be a student performance.
549,KDUU7LBkjCs,,Swan Lake(Easy sight read version),20170731,112,47,0.0,,0.0,https://www.youtube.com/watch?v=KDUU7LBkjCs,https://www.youtube.com/channel/UCPeqzo8Hndo3orUoKEbVbtA,test,/data/scratch/acw630/PianoJudge/novice/KDUU7LBkjCs.wav,Would you say this performance sounds more like it's by a student or a master?,This performance has the characteristics of played by a novice.
550,HoWx1TOwNuY,,Mozart Sonata K533 Rondo(Practice record),20190606,376,71,0.0,,0.0,https://www.youtube.com/watch?v=HoWx1TOwNuY,https://www.youtube.com/channel/UCPeqzo8Hndo3orUoKEbVbtA,train,/data/scratch/acw630/PianoJudge/novice/HoWx1TOwNuY.wav,Could you guess the composer of this piece?,Mozart
550,HoWx1TOwNuY,,Mozart Sonata K533 Rondo(Practice record),20190606,376,71,0.0,,0.0,https://www.youtube.com/watch?v=HoWx1TOwNuY,https://www.youtube.com/channel/UCPeqzo8Hndo3orUoKEbVbtA,train,/data/scratch/acw630/PianoJudge/novice/HoWx1TOwNuY.wav,Would you say this performance sounds more like it's by a student or a master?,This sounds like a student performance.
551,5dNhnCX4PrM,,Sight Reading-ABRSM Initial Grade 23-24 C1 Haunted House,20220909,32,24,1.0,,0.0,https://www.youtube.com/watch?v=5dNhnCX4PrM,https://www.youtube.com/channel/UCPeqzo8Hndo3orUoKEbVbtA,train,/data/scratch/acw630/PianoJudge/novice/5dNhnCX4PrM.wav,"From the sound of it, is this a student or master level performance?",This performance has the characteristics of played by a novice.
552,MlhKhCutmEQ,,Sight Reading - The Time Machine(piano adventure 2B performance bk),20220123,24,9,0.0,,0.0,https://www.youtube.com/watch?v=MlhKhCutmEQ,https://www.youtube.com/channel/UCPeqzo8Hndo3orUoKEbVbtA,train,/data/scratch/acw630/PianoJudge/novice/MlhKhCutmEQ.wav,Would you say this performance sounds more like it's by a student or a master?,This sounds like a student performance.
553,BDo4JjHFO-0,,La Styrienne (Austrian Dance) 25 Etuden Op.100 No.14 Burgmüller played by Suri HN,20230401,120,60,1.0,,0.0,https://www.youtube.com/watch?v=BDo4JjHFO-0,https://www.youtube.com/channel/UChXNPzpMQunpJ-Nh02-d3fg,train,/data/scratch/acw630/PianoJudge/novice/BDo4JjHFO-0.wav,Does this sound like a performance by a student or a master?,This appears to be a student performance.
554,rKwIKPstF5E,,Schumann Op 15 no 12 child falling asleep,20200227,129,34,1.0,,0.0,https://www.youtube.com/watch?v=rKwIKPstF5E,https://www.youtube.com/channel/UCPeqzo8Hndo3orUoKEbVbtA,train,/data/scratch/acw630/PianoJudge/novice/rKwIKPstF5E.wav,Would you say this performance sounds more like it's by a student or a master?,This performance has the characteristics of played by a novice.
555,sYjRtVhK5DA,,Sight Reading(4th read)- ABRSM Grade 4 B3 Chanson de matin (Edward Elgar Op 15 no 2,20200423,78,61,3.0,,0.0,https://www.youtube.com/watch?v=sYjRtVhK5DA,https://www.youtube.com/channel/UCPeqzo8Hndo3orUoKEbVbtA,train,/data/scratch/acw630/PianoJudge/novice/sYjRtVhK5DA.wav,Does this sound like a performance by a student or a master?,This performance has the characteristics of played by a novice.
556,rTVdWxqcnrU,,Bartok Romanian Folk Dance sz56 no 3 Pe loc,20191205,63,80,4.0,,1.0,https://www.youtube.com/watch?v=rTVdWxqcnrU,https://www.youtube.com/channel/UCPeqzo8Hndo3orUoKEbVbtA,test,/data/scratch/acw630/PianoJudge/novice/rTVdWxqcnrU.wav,Does this sound like a performance by a student or a master?,This appears to be a student performance.
557,fwi4n91dgzI,,6手聯彈~Music of the night/旋轉木馬,20201225,207,68,4.0,,0.0,https://www.youtube.com/watch?v=fwi4n91dgzI,https://www.youtube.com/channel/UCPeqzo8Hndo3orUoKEbVbtA,test,/data/scratch/acw630/PianoJudge/novice/fwi4n91dgzI.wav,Does this sound like a performance by a student or a master?,This sounds like a student performance.
558,cv8B-4m5n0k,,Sight reading - Czerny Op 599 no 74,20191122,46,61,1.0,,0.0,https://www.youtube.com/watch?v=cv8B-4m5n0k,https://www.youtube.com/channel/UCPeqzo8Hndo3orUoKEbVbtA,train,/data/scratch/acw630/PianoJudge/novice/cv8B-4m5n0k.wav,Would you say this performance sounds more like it's by a student or a master?,This appears to be a student performance.
559,5q_2JL70W2w,,Sight Reading-Czerny Op 261 no 3,20200115,24,17,1.0,,0.0,https://www.youtube.com/watch?v=5q_2JL70W2w,https://www.youtube.com/channel/UCPeqzo8Hndo3orUoKEbVbtA,test,/data/scratch/acw630/PianoJudge/novice/5q_2JL70W2w.wav,"From the sound of it, is this a student or master level performance?",This sounds like a student performance.
560,T-FfdarwKbA,,sight reading-輕鬆學鋼琴1-Chan Mali Chan,20220915,22,5,0.0,,0.0,https://www.youtube.com/watch?v=T-FfdarwKbA,https://www.youtube.com/channel/UCPeqzo8Hndo3orUoKEbVbtA,train,/data/scratch/acw630/PianoJudge/novice/T-FfdarwKbA.wav,Would you say this performance sounds more like it's by a student or a master?,This appears to be a student performance.
561,y2S80kemyK4,,Sight Reading-A day at the carnival(Piano Adventure Performance 2B),20220123,43,17,0.0,,0.0,https://www.youtube.com/watch?v=y2S80kemyK4,https://www.youtube.com/channel/UCPeqzo8Hndo3orUoKEbVbtA,train,/data/scratch/acw630/PianoJudge/novice/y2S80kemyK4.wav,Does this sound like a performance by a student or a master?,This sounds like a student performance.
562,Zqzaclxxu18,,ABRSM Grade 8 C12 Lullaby by William Mason(Audio only),20191029,224,292,1.0,,0.0,https://www.youtube.com/watch?v=Zqzaclxxu18,https://www.youtube.com/channel/UCPeqzo8Hndo3orUoKEbVbtA,train,/data/scratch/acw630/PianoJudge/novice/Zqzaclxxu18.wav,"From the sound of it, is this a student or master level performance?",This performance has the characteristics of played by a novice.
563,DOkJCh5Uh3k,,Mozart Sonata K545 2nd movement,20170607,304,106,2.0,,,https://www.youtube.com/watch?v=DOkJCh5Uh3k,https://www.youtube.com/channel/UCPeqzo8Hndo3orUoKEbVbtA,train,/data/scratch/acw630/PianoJudge/novice/DOkJCh5Uh3k.wav,Who might be the composer of this piece?,Mozart
563,DOkJCh5Uh3k,,Mozart Sonata K545 2nd movement,20170607,304,106,2.0,,,https://www.youtube.com/watch?v=DOkJCh5Uh3k,https://www.youtube.com/channel/UCPeqzo8Hndo3orUoKEbVbtA,train,/data/scratch/acw630/PianoJudge/novice/DOkJCh5Uh3k.wav,Does this sound like a performance by a student or a master?,This sounds like a student performance.
564,JlrHD9Ucvak,,Sight reading-ABRSM initial grade 23-24 B2 Swans and Ducks,20220908,30,3,0.0,,,https://www.youtube.com/watch?v=JlrHD9Ucvak,https://www.youtube.com/channel/UCPeqzo8Hndo3orUoKEbVbtA,train,/data/scratch/acw630/PianoJudge/novice/JlrHD9Ucvak.wav,Does this sound like a performance by a student or a master?,This sounds like a student performance.
565,S7zVPBbbX1c,,2019-2020 Piano Grade 8 A1 JS Bach Sarabande and Gigue,20190704,297,134,2.0,,0.0,https://www.youtube.com/watch?v=S7zVPBbbX1c,https://www.youtube.com/channel/UCPeqzo8Hndo3orUoKEbVbtA,train,/data/scratch/acw630/PianoJudge/novice/S7zVPBbbX1c.wav,Can you identify the composer of this piece?,Bach
565,S7zVPBbbX1c,,2019-2020 Piano Grade 8 A1 JS Bach Sarabande and Gigue,20190704,297,134,2.0,,0.0,https://www.youtube.com/watch?v=S7zVPBbbX1c,https://www.youtube.com/channel/UCPeqzo8Hndo3orUoKEbVbtA,train,/data/scratch/acw630/PianoJudge/novice/S7zVPBbbX1c.wav,Would you say this performance sounds more like it's by a student or a master?,This sounds like a student performance.
566,rY06kacZyVQ,,Sight Reading-The Most Wonderful Day of the Year,20211215,70,6,0.0,,0.0,https://www.youtube.com/watch?v=rY06kacZyVQ,https://www.youtube.com/channel/UCPeqzo8Hndo3orUoKEbVbtA,train,/data/scratch/acw630/PianoJudge/novice/rY06kacZyVQ.wav,Would you say this performance sounds more like it's by a student or a master?,This sounds like a student performance.
567,dDzzNJj51f8,,Sight Reading - Czerny Op 261 no7,20200115,24,55,2.0,,0.0,https://www.youtube.com/watch?v=dDzzNJj51f8,https://www.youtube.com/channel/UCPeqzo8Hndo3orUoKEbVbtA,train,/data/scratch/acw630/PianoJudge/novice/dDzzNJj51f8.wav,Does this sound like a performance by a student or a master?,This sounds like a student performance.
568,TjPCWqR6KMc,,Sight Reading-gold star performance Level 1 Monster's Midnight March,20220914,36,40,1.0,,0.0,https://www.youtube.com/watch?v=TjPCWqR6KMc,https://www.youtube.com/channel/UCPeqzo8Hndo3orUoKEbVbtA,train,/data/scratch/acw630/PianoJudge/novice/TjPCWqR6KMc.wav,Would you say this performance sounds more like it's by a student or a master?,This performance has the characteristics of played by a novice.
569,m--_6vIOYEw,,Sight Reading-Ring ring the Banjo,20221103,25,111,0.0,,0.0,https://www.youtube.com/watch?v=m--_6vIOYEw,https://www.youtube.com/channel/UCPeqzo8Hndo3orUoKEbVbtA,train,/data/scratch/acw630/PianoJudge/novice/m--_6vIOYEw.wav,"From the sound of it, is this a student or master level performance?",This performance has the characteristics of played by a novice.
570,aSMsCxNIptQ,,Sight Reading(First Read) - Rough Rider Rock,20200426,107,18,1.0,,0.0,https://www.youtube.com/watch?v=aSMsCxNIptQ,https://www.youtube.com/channel/UCPeqzo8Hndo3orUoKEbVbtA,train,/data/scratch/acw630/PianoJudge/novice/aSMsCxNIptQ.wav,Would you say this performance sounds more like it's by a student or a master?,This appears to be a student performance.
0,yV6k8VVT4vs,,"Beethoven Piano Sonata Pathetique, 3rd Mvt ~ Yidi Ding, age 10",20220628,280,7459,566.0,,47.0,https://www.youtube.com/watch?v=yV6k8VVT4vs,https://www.youtube.com/channel/UC1aBRNHzLeYQ3sK25fQ1vww,train,/data/scratch/acw630/PianoJudge/advanced/yV6k8VVT4vs.wav,Can you identify the composer of this piece?,Beethoven
0,yV6k8VVT4vs,,"Beethoven Piano Sonata Pathetique, 3rd Mvt ~ Yidi Ding, age 10",20220628,280,7459,566.0,,47.0,https://www.youtube.com/watch?v=yV6k8VVT4vs,https://www.youtube.com/channel/UC1aBRNHzLeYQ3sK25fQ1vww,train,/data/scratch/acw630/PianoJudge/advanced/yV6k8VVT4vs.wav,"From the sound of it, is this a student or master level performance?",This appeared to be performed by really advanced player. Possibly a pianist.
1,il0Ecu2bFgk,,Liszt Grandes Études de Paganini No.6 - Richard Gao,20220122,311,596,11.0,,3.0,https://www.youtube.com/watch?v=il0Ecu2bFgk,https://www.youtube.com/channel/UC2SREkge0aUeyXzdSn6-y2g,test,/data/scratch/acw630/PianoJudge/advanced/il0Ecu2bFgk.wav,Could you guess the composer of this piece?,Liszt
1,il0Ecu2bFgk,,Liszt Grandes Études de Paganini No.6 - Richard Gao,20220122,311,596,11.0,,3.0,https://www.youtube.com/watch?v=il0Ecu2bFgk,https://www.youtube.com/channel/UC2SREkge0aUeyXzdSn6-y2g,test,/data/scratch/acw630/PianoJudge/advanced/il0Ecu2bFgk.wav,"From the sound of it, is this a student or master level performance?","This performance great, free from errors and rich in musical expression. It should be played by advanced piano student."
2,UoJiSm3beFs,,Richard Gao - Chopin Nocturne in C minor Op. 48 No. 1,20221229,357,275,13.0,,1.0,https://www.youtube.com/watch?v=UoJiSm3beFs,https://www.youtube.com/channel/UC2SREkge0aUeyXzdSn6-y2g,train,/data/scratch/acw630/PianoJudge/advanced/UoJiSm3beFs.wav,Can you identify the composer of this piece?,Chopin
2,UoJiSm3beFs,,Richard Gao - Chopin Nocturne in C minor Op. 48 No. 1,20221229,357,275,13.0,,1.0,https://www.youtube.com/watch?v=UoJiSm3beFs,https://www.youtube.com/channel/UC2SREkge0aUeyXzdSn6-y2g,train,/data/scratch/acw630/PianoJudge/advanced/UoJiSm3beFs.wav,Does this sound like a performance by a student or a master?Would you say this performance sounds more like it's by a student or a master?,"This performance great, free from errors and rich in musical expression. It should be played by advanced piano student."
3,XZflQ1Td8tY,,Ravel - Sonatine  First Movement “Modéré”，By Yidi Ding，Age 11,20230307,289,1201,230.0,,6.0,https://www.youtube.com/watch?v=XZflQ1Td8tY,https://www.youtube.com/channel/UC1aBRNHzLeYQ3sK25fQ1vww,train,/data/scratch/acw630/PianoJudge/advanced/XZflQ1Td8tY.wav,Can you identify the composer of this piece?,Ravel
3,XZflQ1Td8tY,,Ravel - Sonatine  First Movement “Modéré”，By Yidi Ding，Age 11,20230307,289,1201,230.0,,6.0,https://www.youtube.com/watch?v=XZflQ1Td8tY,https://www.youtube.com/channel/UC1aBRNHzLeYQ3sK25fQ1vww,train,/data/scratch/acw630/PianoJudge/advanced/XZflQ1Td8tY.wav,"From the sound of it, is this a student or master level performance?",This appeared to be performed by really advanced player. Possibly a pianist.
4,t4cysE54D1o,,Richard (8) Plays Mozart Sonata K333 1st mvt,20120526,345,916,8.0,,6.0,https://www.youtube.com/watch?v=t4cysE54D1o,https://www.youtube.com/channel/UC2SREkge0aUeyXzdSn6-y2g,train,/data/scratch/acw630/PianoJudge/advanced/t4cysE54D1o.wav,Who might be the composer of this piece?Who is likely the composer of the music being played?,Mozart
4,t4cysE54D1o,,Richard (8) Plays Mozart Sonata K333 1st mvt,20120526,345,916,8.0,,6.0,https://www.youtube.com/watch?v=t4cysE54D1o,https://www.youtube.com/channel/UC2SREkge0aUeyXzdSn6-y2g,train,/data/scratch/acw630/PianoJudge/advanced/t4cysE54D1o.wav,Does this sound like a performance by a student or a master?Would you say this performance sounds more like it's by a student or a master?,This appeared to be performed by really advanced player. Possibly a pianist.
5,kZ8L7nTByi8,,Chopin Waltz Op. 34 No. 3 - Brian Gao,20181228,173,131,4.0,,0.0,https://www.youtube.com/watch?v=kZ8L7nTByi8,https://www.youtube.com/channel/UC2SREkge0aUeyXzdSn6-y2g,train,/data/scratch/acw630/PianoJudge/advanced/kZ8L7nTByi8.wav,Can you identify the composer of this piece?,Chopin
5,kZ8L7nTByi8,,Chopin Waltz Op. 34 No. 3 - Brian Gao,20181228,173,131,4.0,,0.0,https://www.youtube.com/watch?v=kZ8L7nTByi8,https://www.youtube.com/channel/UC2SREkge0aUeyXzdSn6-y2g,train,/data/scratch/acw630/PianoJudge/advanced/kZ8L7nTByi8.wav,Does this sound like a performance by a student or a master?Would you say this performance sounds more like it's by a student or a master?,"This performance great, free from errors and rich in musical expression. It should be played by advanced piano student."
6,z_G51jWoHYk,,"Yidi (age 8) plays Tchaikovsky The Seasons to all the mother over the world,  have a beautiful day.",20200510,147,773,56.0,,0.0,https://www.youtube.com/watch?v=z_G51jWoHYk,https://www.youtube.com/channel/UC1aBRNHzLeYQ3sK25fQ1vww,train,/data/scratch/acw630/PianoJudge/advanced/z_G51jWoHYk.wav,Can you identify the composer of this piece?,Tchaikovsky
6,z_G51jWoHYk,,"Yidi (age 8) plays Tchaikovsky The Seasons to all the mother over the world,  have a beautiful day.",20200510,147,773,56.0,,0.0,https://www.youtube.com/watch?v=z_G51jWoHYk,https://www.youtube.com/channel/UC1aBRNHzLeYQ3sK25fQ1vww,train,/data/scratch/acw630/PianoJudge/advanced/z_G51jWoHYk.wav,"From the sound of it, is this a student or master level performance?",This appeared to be performed by really advanced player. Possibly a pianist.
7,Uh06WH5LfnY,,Schubert Impromptu Op.90 No.2 By Richard Gao (8),20111217,289,490,,,9.0,https://www.youtube.com/watch?v=Uh06WH5LfnY,https://www.youtube.com/channel/UC2SREkge0aUeyXzdSn6-y2g,train,/data/scratch/acw630/PianoJudge/advanced/Uh06WH5LfnY.wav,Could you guess the composer of this piece?,Schubert
7,Uh06WH5LfnY,,Schubert Impromptu Op.90 No.2 By Richard Gao (8),20111217,289,490,,,9.0,https://www.youtube.com/watch?v=Uh06WH5LfnY,https://www.youtube.com/channel/UC2SREkge0aUeyXzdSn6-y2g,train,/data/scratch/acw630/PianoJudge/advanced/Uh06WH5LfnY.wav,Does this sound like a performance by a student or a master?Would you say this performance sounds more like it's by a student or a master?,This is a good performance. It's mistake-free and has a high level of musicality.
8,fmHfp4TQ6sE,,Mendelssohn Op. 62 No. 1 (Songs With Out Words) Yidi Ding 9 Years Old,20210101,173,1381,28.0,,0.0,https://www.youtube.com/watch?v=fmHfp4TQ6sE,https://www.youtube.com/channel/UC1aBRNHzLeYQ3sK25fQ1vww,train,/data/scratch/acw630/PianoJudge/advanced/fmHfp4TQ6sE.wav,Can you identify the composer of this piece?,Mendelssohn
8,fmHfp4TQ6sE,,Mendelssohn Op. 62 No. 1 (Songs With Out Words) Yidi Ding 9 Years Old,20210101,173,1381,28.0,,0.0,https://www.youtube.com/watch?v=fmHfp4TQ6sE,https://www.youtube.com/channel/UC1aBRNHzLeYQ3sK25fQ1vww,train,/data/scratch/acw630/PianoJudge/advanced/fmHfp4TQ6sE.wav,Does this sound like a performance by a student or a master?Would you say this performance sounds more like it's by a student or a master?,This is a good performance. It's mistake-free and has a high level of musicality.
9,qRBcchKJyRw,,"Ticklin' Toes by Florence Price/ Yidi Ding, age 10",20220624,56,4623,112.0,,11.0,https://www.youtube.com/watch?v=qRBcchKJyRw,https://www.youtube.com/channel/UC1aBRNHzLeYQ3sK25fQ1vww,test,/data/scratch/acw630/PianoJudge/advanced/qRBcchKJyRw.wav,"From the sound of it, is this a student or master level performance?",This is a good performance. It's mistake-free and has a high level of musicality.
10,SqY2vaNXcz0,,"Yidi Ding(丁一迪)，age 7, Screen Audition, Chopin   Fantaisie Impromptu in C# minor Op.66",20200206,320,1757,156.0,,0.0,https://www.youtube.com/watch?v=SqY2vaNXcz0,https://www.youtube.com/channel/UC1aBRNHzLeYQ3sK25fQ1vww,train,/data/scratch/acw630/PianoJudge/advanced/SqY2vaNXcz0.wav,Can you identify the composer of this piece?,Chopin
10,SqY2vaNXcz0,,"Yidi Ding(丁一迪)，age 7, Screen Audition, Chopin   Fantaisie Impromptu in C# minor Op.66",20200206,320,1757,156.0,,0.0,https://www.youtube.com/watch?v=SqY2vaNXcz0,https://www.youtube.com/channel/UC1aBRNHzLeYQ3sK25fQ1vww,train,/data/scratch/acw630/PianoJudge/advanced/SqY2vaNXcz0.wav,Does this sound like a performance by a student or a master?Would you say this performance sounds more like it's by a student or a master?,This is a good performance. It's mistake-free and has a high level of musicality.
11,kr2QonWCZX0,,"Yidi Ding, Age6, Mozart Sonata Kv545 Second Mov, Recital in Shanghai Oriental Art Center, China",20200610,209,584,83.0,,7.0,https://www.youtube.com/watch?v=kr2QonWCZX0,https://www.youtube.com/channel/UC1aBRNHzLeYQ3sK25fQ1vww,train,/data/scratch/acw630/PianoJudge/advanced/kr2QonWCZX0.wav,Who might be the composer of this piece?Who is likely the composer of the music being played?,Mozart
11,kr2QonWCZX0,,"Yidi Ding, Age6, Mozart Sonata Kv545 Second Mov, Recital in Shanghai Oriental Art Center, China",20200610,209,584,83.0,,7.0,https://www.youtube.com/watch?v=kr2QonWCZX0,https://www.youtube.com/channel/UC1aBRNHzLeYQ3sK25fQ1vww,train,/data/scratch/acw630/PianoJudge/advanced/kr2QonWCZX0.wav,Does this sound like a performance by a student or a master?Would you say this performance sounds more like it's by a student or a master?,"This performance great, free from errors and rich in musical expression. It should be played by advanced piano student."
12,IKXiTVI5HlA,,"Yidi Ding, age 8, played just two phrases in a funny way, Liebestraum (Love dream)",20200402,47,898,67.0,,2.0,https://www.youtube.com/watch?v=IKXiTVI5HlA,https://www.youtube.com/channel/UC1aBRNHzLeYQ3sK25fQ1vww,train,/data/scratch/acw630/PianoJudge/advanced/IKXiTVI5HlA.wav,Does this sound like a performance by a student or a master?Would you say this performance sounds more like it's by a student or a master?,This appeared to be performed by really advanced player. Possibly a pianist.
13,YNzYg0wnuIc,,"Rachmaninoff: Etude-Tableau in E-flat minor, Op.39 No.5 | Vincent Ling",20231101,308,40,3.0,,0.0,https://www.youtube.com/watch?v=YNzYg0wnuIc,https://www.youtube.com/channel/UCQ88pVHuk7SkUXaWaOFM8rA,test,/data/scratch/acw630/PianoJudge/advanced/YNzYg0wnuIc.wav,Who might be the composer of this piece?Who is likely the composer of the music being played?,Rachmaninoff
13,YNzYg0wnuIc,,"Rachmaninoff: Etude-Tableau in E-flat minor, Op.39 No.5 | Vincent Ling",20231101,308,40,3.0,,0.0,https://www.youtube.com/watch?v=YNzYg0wnuIc,https://www.youtube.com/channel/UCQ88pVHuk7SkUXaWaOFM8rA,test,/data/scratch/acw630/PianoJudge/advanced/YNzYg0wnuIc.wav,"From the sound of it, is this a student or master level performance?","This performance great, free from errors and rich in musical expression. It should be played by advanced piano student."
14,AvjQOxohBz8,,Yidi Ding plays Chopin Op. 25 No. 12 in C minor ''Ocean'',20201001,152,1057,118.0,,11.0,https://www.youtube.com/watch?v=AvjQOxohBz8,https://www.youtube.com/channel/UC1aBRNHzLeYQ3sK25fQ1vww,train,/data/scratch/acw630/PianoJudge/advanced/AvjQOxohBz8.wav,Can you identify the composer of this piece?,Chopin
14,AvjQOxohBz8,,Yidi Ding plays Chopin Op. 25 No. 12 in C minor ''Ocean'',20201001,152,1057,118.0,,11.0,https://www.youtube.com/watch?v=AvjQOxohBz8,https://www.youtube.com/channel/UC1aBRNHzLeYQ3sK25fQ1vww,train,/data/scratch/acw630/PianoJudge/advanced/AvjQOxohBz8.wav,"From the sound of it, is this a student or master level performance?","This performance great, free from errors and rich in musical expression. It should be played by advanced piano student."
15,4RRZ64RwOp4,,"Yidi Ding, Age 11 - Schumann - ""Träumerei"" (Dreaming), Happy Mother's Day",20230514,188,1282,100.0,,8.0,https://www.youtube.com/watch?v=4RRZ64RwOp4,https://www.youtube.com/channel/UC1aBRNHzLeYQ3sK25fQ1vww,train,/data/scratch/acw630/PianoJudge/advanced/4RRZ64RwOp4.wav,Does this sound like a performance by a student or a master?Would you say this performance sounds more like it's by a student or a master?,This is a good performance. It's mistake-free and has a high level of musicality.
16,AIJlKs2z_rc,,A/Yidi Ding/Beethoven Pathetique Sonate Mvt.2/Round 2,20201021,315,1306,92.0,,6.0,https://www.youtube.com/watch?v=AIJlKs2z_rc,https://www.youtube.com/channel/UC1aBRNHzLeYQ3sK25fQ1vww,train,/data/scratch/acw630/PianoJudge/advanced/AIJlKs2z_rc.wav,Who might be the composer of this piece?Who is likely the composer of the music being played?,Beethoven
16,AIJlKs2z_rc,,A/Yidi Ding/Beethoven Pathetique Sonate Mvt.2/Round 2,20201021,315,1306,92.0,,6.0,https://www.youtube.com/watch?v=AIJlKs2z_rc,https://www.youtube.com/channel/UC1aBRNHzLeYQ3sK25fQ1vww,train,/data/scratch/acw630/PianoJudge/advanced/AIJlKs2z_rc.wav,Does this sound like a performance by a student or a master?Would you say this performance sounds more like it's by a student or a master?,"This performance great, free from errors and rich in musical expression. It should be played by advanced piano student."
17,WEuZqGKfl0w,,Richard (8) Plays Schubert Impromptu Op.90 No.2,20120525,305,387,7.0,,3.0,https://www.youtube.com/watch?v=WEuZqGKfl0w,https://www.youtube.com/channel/UC2SREkge0aUeyXzdSn6-y2g,train,/data/scratch/acw630/PianoJudge/advanced/WEuZqGKfl0w.wav,Could you guess the composer of this piece?,Schubert
17,WEuZqGKfl0w,,Richard (8) Plays Schubert Impromptu Op.90 No.2,20120525,305,387,7.0,,3.0,https://www.youtube.com/watch?v=WEuZqGKfl0w,https://www.youtube.com/channel/UC2SREkge0aUeyXzdSn6-y2g,train,/data/scratch/acw630/PianoJudge/advanced/WEuZqGKfl0w.wav,Does this sound like a performance by a student or a master?Would you say this performance sounds more like it's by a student or a master?,This is a good performance. It's mistake-free and has a high level of musicality.
