,Composer,Work Title,Movement,henle,YouTube Link 1,YouTube Link 2,YouTube Link 3,Unnamed: 6,audio_id,audio_path,original_id,split,Q,A
434,FRÉDÉRIC CHOPIN,"Mazurka op. 30,2",,5,https://www.youtube.com/watch?v=PjYV7lJezvc,https://www.youtube.com/watch?v=Xotp6Q-yiyU,https://www.youtube.com/watch?v=QK8RInKn7kE,https://www.youtube.com/watch?v=eAXRJOzmfAE,PjYV7lJezvc,/data/scratch/acw630/difficulty_cipi/PjYV7lJezvc.wav,c-293,val,Would you say this performance sounds more like it's by a student or a master?,This is a master performance. It's mistake-free and has a high level of musicality.
435,FRÉDÉRIC CHOPIN,"Mazurka g sharp minor op. 33,1",,5,https://www.youtube.com/watch?v=BaQaKL1aCqE,https://www.youtube.com/watch?v=zqAIXTy9BME,https://www.youtube.com/watch?v=hsGkeWsgYVg,https://www.youtube.com/watch?v=fW6n6T1wZaU,BaQaKL1aCqE,/data/scratch/acw630/difficulty_cipi/BaQaKL1aCqE.wav,c-296,val,Can you identify the composer of this piece?,FRÉDÉRIC CHOPIN
435,FRÉDÉRIC CHOPIN,"Mazurka g sharp minor op. 33,1",,5,https://www.youtube.com/watch?v=BaQaKL1aCqE,https://www.youtube.com/watch?v=zqAIXTy9BME,https://www.youtube.com/watch?v=hsGkeWsgYVg,https://www.youtube.com/watch?v=fW6n6T1wZaU,BaQaKL1aCqE,/data/scratch/acw630/difficulty_cipi/BaQaKL1aCqE.wav,c-296,val,Rate the complexity of the piece in this track on a scale of 1 to 9.,5
435,FRÉDÉRIC CHOPIN,"Mazurka g sharp minor op. 33,1",,5,https://www.youtube.com/watch?v=BaQaKL1aCqE,https://www.youtube.com/watch?v=zqAIXTy9BME,https://www.youtube.com/watch?v=hsGkeWsgYVg,https://www.youtube.com/watch?v=fW6n6T1wZaU,BaQaKL1aCqE,/data/scratch/acw630/difficulty_cipi/BaQaKL1aCqE.wav,c-296,val,Would you say this performance sounds more like it's by a student or a master?,"This performance is of a master level, free from errors and rich in musical expression."
436,FRÉDÉRIC CHOPIN,"Mazurka op. 33,2",,5,https://www.youtube.com/watch?v=wV6TcnzN0ks,https://www.youtube.com/watch?v=SvcSjzXcvqw,https://www.youtube.com/watch?v=w0QJe8BTDQA,https://www.youtube.com/watch?v=H4-kGieJJP4,wV6TcnzN0ks,/data/scratch/acw630/difficulty_cipi/wV6TcnzN0ks.wav,c-297,train,Who is likely the composer of the music being played?,FRÉDÉRIC CHOPIN
436,FRÉDÉRIC CHOPIN,"Mazurka op. 33,2",,5,https://www.youtube.com/watch?v=wV6TcnzN0ks,https://www.youtube.com/watch?v=SvcSjzXcvqw,https://www.youtube.com/watch?v=w0QJe8BTDQA,https://www.youtube.com/watch?v=H4-kGieJJP4,wV6TcnzN0ks,/data/scratch/acw630/difficulty_cipi/wV6TcnzN0ks.wav,c-297,train,"how would you rate the difficulty of the piece played in this track, on a scale of 1 to 9?On a scale from 1 to 9, how challenging is the piece featured in this track?",5
436,FRÉDÉRIC CHOPIN,"Mazurka op. 33,2",,5,https://www.youtube.com/watch?v=wV6TcnzN0ks,https://www.youtube.com/watch?v=SvcSjzXcvqw,https://www.youtube.com/watch?v=w0QJe8BTDQA,https://www.youtube.com/watch?v=H4-kGieJJP4,wV6TcnzN0ks,/data/scratch/acw630/difficulty_cipi/wV6TcnzN0ks.wav,c-297,train,"From the sound of it, is this a student or master level performance?",This is a master performance. It's mistake-free and has a high level of musicality.
437,FRÉDÉRIC CHOPIN,"Mazurka e minor op. 41,1",,5,https://www.youtube.com/watch?v=d8KfKYhvV_c,https://www.youtube.com/watch?v=L3AiP114AhA,https://www.youtube.com/watch?v=9JtC50OXJqY,https://www.youtube.com/watch?v=bIZ5JeQeUvo,d8KfKYhvV_c,/data/scratch/acw630/difficulty_cipi/d8KfKYhvV_c.wav,c-300,test,Could you guess the composer of this piece?,FRÉDÉRIC CHOPIN
437,FRÉDÉRIC CHOPIN,"Mazurka e minor op. 41,1",,5,https://www.youtube.com/watch?v=d8KfKYhvV_c,https://www.youtube.com/watch?v=L3AiP114AhA,https://www.youtube.com/watch?v=9JtC50OXJqY,https://www.youtube.com/watch?v=bIZ5JeQeUvo,d8KfKYhvV_c,/data/scratch/acw630/difficulty_cipi/d8KfKYhvV_c.wav,c-300,test,"What difficulty level would you assign to the composition in this track, on a scale of 1 to 9?",5
437,FRÉDÉRIC CHOPIN,"Mazurka e minor op. 41,1",,5,https://www.youtube.com/watch?v=d8KfKYhvV_c,https://www.youtube.com/watch?v=L3AiP114AhA,https://www.youtube.com/watch?v=9JtC50OXJqY,https://www.youtube.com/watch?v=bIZ5JeQeUvo,d8KfKYhvV_c,/data/scratch/acw630/difficulty_cipi/d8KfKYhvV_c.wav,c-300,test,"From the sound of it, is this a student or master level performance?",This is a master performance. It's mistake-free and has a high level of musicality.
438,FRÉDÉRIC CHOPIN,"Mazurka f minor op. 63,2",,5,https://www.youtube.com/watch?v=AcUYS03fnNQ,https://www.youtube.com/watch?v=Q5qGZxk2ZQE,https://www.youtube.com/watch?v=Z581g0rAQto,https://www.youtube.com/watch?v=5gwEntV95Lw,AcUYS03fnNQ,/data/scratch/acw630/difficulty_cipi/AcUYS03fnNQ.wav,c-311,train,Who might be the composer of this piece?,FRÉDÉRIC CHOPIN
438,FRÉDÉRIC CHOPIN,"Mazurka f minor op. 63,2",,5,https://www.youtube.com/watch?v=AcUYS03fnNQ,https://www.youtube.com/watch?v=Q5qGZxk2ZQE,https://www.youtube.com/watch?v=Z581g0rAQto,https://www.youtube.com/watch?v=5gwEntV95Lw,AcUYS03fnNQ,/data/scratch/acw630/difficulty_cipi/AcUYS03fnNQ.wav,c-311,train,"What difficulty level would you assign to the composition in this track, on a scale of 1 to 9?",5
438,FRÉDÉRIC CHOPIN,"Mazurka f minor op. 63,2",,5,https://www.youtube.com/watch?v=AcUYS03fnNQ,https://www.youtube.com/watch?v=Q5qGZxk2ZQE,https://www.youtube.com/watch?v=Z581g0rAQto,https://www.youtube.com/watch?v=5gwEntV95Lw,AcUYS03fnNQ,/data/scratch/acw630/difficulty_cipi/AcUYS03fnNQ.wav,c-311,train,Would you say this performance sounds more like it's by a student or a master?,This appeared to be performed by really advanced player. Possibly a pianist.
439,FRÉDÉRIC CHOPIN,"Mazurka a minor op. 67,4",,5,https://www.youtube.com/watch?v=AcxZRI6aews,https://www.youtube.com/watch?v=YAnpUQ9OPy8,https://www.youtube.com/watch?v=_5nkx1lVI0s,https://www.youtube.com/watch?v=FesvuYEgRf4,AcxZRI6aews,/data/scratch/acw630/difficulty_cipi/AcxZRI6aews.wav,c-314,train,Who might be the composer of this piece?,FRÉDÉRIC CHOPIN
439,FRÉDÉRIC CHOPIN,"Mazurka a minor op. 67,4",,5,https://www.youtube.com/watch?v=AcxZRI6aews,https://www.youtube.com/watch?v=YAnpUQ9OPy8,https://www.youtube.com/watch?v=_5nkx1lVI0s,https://www.youtube.com/watch?v=FesvuYEgRf4,AcxZRI6aews,/data/scratch/acw630/difficulty_cipi/AcxZRI6aews.wav,c-314,train,"how would you rate the difficulty of the piece played in this track, on a scale of 1 to 9?On a scale from 1 to 9, how challenging is the piece featured in this track?",5
439,FRÉDÉRIC CHOPIN,"Mazurka a minor op. 67,4",,5,https://www.youtube.com/watch?v=AcxZRI6aews,https://www.youtube.com/watch?v=YAnpUQ9OPy8,https://www.youtube.com/watch?v=_5nkx1lVI0s,https://www.youtube.com/watch?v=FesvuYEgRf4,AcxZRI6aews,/data/scratch/acw630/difficulty_cipi/AcxZRI6aews.wav,c-314,train,Does this sound like a performance by a student or a master?,This is a master performance. It's mistake-free and has a high level of musicality.
440,FRÉDÉRIC CHOPIN,"Nocturne B major op. 32,1",,5,https://www.youtube.com/watch?v=U92QEmtR63E,https://www.youtube.com/watch?v=wqSUwG3euEY,https://www.youtube.com/watch?v=blga9Bmz97A,https://www.youtube.com/watch?v=t3GlB_HbO6A,U92QEmtR63E,/data/scratch/acw630/difficulty_cipi/U92QEmtR63E.wav,c-320,train,Who is likely the composer of the music being played?,FRÉDÉRIC CHOPIN
440,FRÉDÉRIC CHOPIN,"Nocturne B major op. 32,1",,5,https://www.youtube.com/watch?v=U92QEmtR63E,https://www.youtube.com/watch?v=wqSUwG3euEY,https://www.youtube.com/watch?v=blga9Bmz97A,https://www.youtube.com/watch?v=t3GlB_HbO6A,U92QEmtR63E,/data/scratch/acw630/difficulty_cipi/U92QEmtR63E.wav,c-320,train,"how would you rate the difficulty of the piece played in this track, on a scale of 1 to 9?On a scale from 1 to 9, how challenging is the piece featured in this track?",5
440,FRÉDÉRIC CHOPIN,"Nocturne B major op. 32,1",,5,https://www.youtube.com/watch?v=U92QEmtR63E,https://www.youtube.com/watch?v=wqSUwG3euEY,https://www.youtube.com/watch?v=blga9Bmz97A,https://www.youtube.com/watch?v=t3GlB_HbO6A,U92QEmtR63E,/data/scratch/acw630/difficulty_cipi/U92QEmtR63E.wav,c-320,train,Does this sound like a performance by a student or a master?,"This performance is of a master level, free from errors and rich in musical expression."
441,FRÉDÉRIC CHOPIN,"Nocturne g minor op. 37,1",,5,https://www.youtube.com/watch?v=EvFmw0D-DpA,,,,EvFmw0D-DpA,/data/scratch/acw630/difficulty_cipi/EvFmw0D-DpA.wav,c-322,train,Could you guess the composer of this piece?,FRÉDÉRIC CHOPIN
441,FRÉDÉRIC CHOPIN,"Nocturne g minor op. 37,1",,5,https://www.youtube.com/watch?v=EvFmw0D-DpA,,,,EvFmw0D-DpA,/data/scratch/acw630/difficulty_cipi/EvFmw0D-DpA.wav,c-322,train,"What difficulty level would you assign to the composition in this track, on a scale of 1 to 9?",5
441,FRÉDÉRIC CHOPIN,"Nocturne g minor op. 37,1",,5,https://www.youtube.com/watch?v=EvFmw0D-DpA,,,,EvFmw0D-DpA,/data/scratch/acw630/difficulty_cipi/EvFmw0D-DpA.wav,c-322,train,Would you say this performance sounds more like it's by a student or a master?,This appeared to be performed by really advanced player. Possibly a pianist.
442,FRÉDÉRIC CHOPIN,"Prelude a minor op. 28,2",,5,https://www.youtube.com/watch?v=T_2FM2qGZZY,https://www.youtube.com/watch?v=l8C7hYSQd_c,https://www.youtube.com/watch?v=-8afGT5lYik,https://www.youtube.com/watch?v=CU9RgI9j7Do,T_2FM2qGZZY,/data/scratch/acw630/difficulty_cipi/T_2FM2qGZZY.wav,c-337,train,Could you guess the composer of this piece?,FRÉDÉRIC CHOPIN
442,FRÉDÉRIC CHOPIN,"Prelude a minor op. 28,2",,5,https://www.youtube.com/watch?v=T_2FM2qGZZY,https://www.youtube.com/watch?v=l8C7hYSQd_c,https://www.youtube.com/watch?v=-8afGT5lYik,https://www.youtube.com/watch?v=CU9RgI9j7Do,T_2FM2qGZZY,/data/scratch/acw630/difficulty_cipi/T_2FM2qGZZY.wav,c-337,train,"What difficulty level would you assign to the composition in this track, on a scale of 1 to 9?",5
442,FRÉDÉRIC CHOPIN,"Prelude a minor op. 28,2",,5,https://www.youtube.com/watch?v=T_2FM2qGZZY,https://www.youtube.com/watch?v=l8C7hYSQd_c,https://www.youtube.com/watch?v=-8afGT5lYik,https://www.youtube.com/watch?v=CU9RgI9j7Do,T_2FM2qGZZY,/data/scratch/acw630/difficulty_cipi/T_2FM2qGZZY.wav,c-337,train,Would you say this performance sounds more like it's by a student or a master?,This appeared to be performed by really advanced player. Possibly a pianist.
443,FRÉDÉRIC CHOPIN,"Waltz f minor op. post. 70,2",,5,https://www.youtube.com/watch?v=RvMXSL0zYgM,https://www.youtube.com/watch?v=8xGESptitIM,https://www.youtube.com/watch?v=euLyQCJmCfs,https://www.youtube.com/watch?v=5GirMuqe8Bw,RvMXSL0zYgM,/data/scratch/acw630/difficulty_cipi/RvMXSL0zYgM.wav,c-361,val,Can you identify the composer of this piece?,FRÉDÉRIC CHOPIN
443,FRÉDÉRIC CHOPIN,"Waltz f minor op. post. 70,2",,5,https://www.youtube.com/watch?v=RvMXSL0zYgM,https://www.youtube.com/watch?v=8xGESptitIM,https://www.youtube.com/watch?v=euLyQCJmCfs,https://www.youtube.com/watch?v=5GirMuqe8Bw,RvMXSL0zYgM,/data/scratch/acw630/difficulty_cipi/RvMXSL0zYgM.wav,c-361,val,"What difficulty level would you assign to the composition in this track, on a scale of 1 to 9?",5
443,FRÉDÉRIC CHOPIN,"Waltz f minor op. post. 70,2",,5,https://www.youtube.com/watch?v=RvMXSL0zYgM,https://www.youtube.com/watch?v=8xGESptitIM,https://www.youtube.com/watch?v=euLyQCJmCfs,https://www.youtube.com/watch?v=5GirMuqe8Bw,RvMXSL0zYgM,/data/scratch/acw630/difficulty_cipi/RvMXSL0zYgM.wav,c-361,val,"From the sound of it, is this a student or master level performance?",This is a master performance. It's mistake-free and has a high level of musicality.
444,JOHANN SEBASTIAN BACH,Sinfonia 5 E flat major BWV 791,,5,https://www.youtube.com/watch?v=4RT0WYeCC-E,https://www.youtube.com/watch?v=uI4eq3T3UG8,https://www.youtube.com/watch?v=aP9Frwfjp9s,https://www.youtube.com/watch?v=CZbYlzKsckk,4RT0WYeCC-E,/data/scratch/acw630/difficulty_cipi/4RT0WYeCC-E.wav,m-10,val,Can you identify the composer of this piece?,JOHANN SEBASTIAN BACH
444,JOHANN SEBASTIAN BACH,Sinfonia 5 E flat major BWV 791,,5,https://www.youtube.com/watch?v=4RT0WYeCC-E,https://www.youtube.com/watch?v=uI4eq3T3UG8,https://www.youtube.com/watch?v=aP9Frwfjp9s,https://www.youtube.com/watch?v=CZbYlzKsckk,4RT0WYeCC-E,/data/scratch/acw630/difficulty_cipi/4RT0WYeCC-E.wav,m-10,val,Rate the complexity of the piece in this track on a scale of 1 to 9.,5
444,JOHANN SEBASTIAN BACH,Sinfonia 5 E flat major BWV 791,,5,https://www.youtube.com/watch?v=4RT0WYeCC-E,https://www.youtube.com/watch?v=uI4eq3T3UG8,https://www.youtube.com/watch?v=aP9Frwfjp9s,https://www.youtube.com/watch?v=CZbYlzKsckk,4RT0WYeCC-E,/data/scratch/acw630/difficulty_cipi/4RT0WYeCC-E.wav,m-10,val,Would you say this performance sounds more like it's by a student or a master?,This appeared to be performed by really advanced player. Possibly a pianist.
445,JOHANN SEBASTIAN BACH,Prelude F major BWV 856,,5,https://www.youtube.com/watch?v=EuWucDH4EJU,,,https://www.youtube.com/watch?v=EuWucDH4EJU,EuWucDH4EJU,/data/scratch/acw630/difficulty_cipi/EuWucDH4EJU.wav,m-27,train,Who might be the composer of this piece?,JOHANN SEBASTIAN BACH
445,JOHANN SEBASTIAN BACH,Prelude F major BWV 856,,5,https://www.youtube.com/watch?v=EuWucDH4EJU,,,https://www.youtube.com/watch?v=EuWucDH4EJU,EuWucDH4EJU,/data/scratch/acw630/difficulty_cipi/EuWucDH4EJU.wav,m-27,train,"What difficulty level would you assign to the composition in this track, on a scale of 1 to 9?",5
445,JOHANN SEBASTIAN BACH,Prelude F major BWV 856,,5,https://www.youtube.com/watch?v=EuWucDH4EJU,,,https://www.youtube.com/watch?v=EuWucDH4EJU,EuWucDH4EJU,/data/scratch/acw630/difficulty_cipi/EuWucDH4EJU.wav,m-27,train,Does this sound like a performance by a student or a master?,This appeared to be performed by really advanced player. Possibly a pianist.
446,JOHANN SEBASTIAN BACH,Prelude g minor BWV 861,,5,https://www.youtube.com/watch?v=YCfePPtmliU,,,https://www.youtube.com/watch?v=WH9rTP_PxUE,YCfePPtmliU,/data/scratch/acw630/difficulty_cipi/YCfePPtmliU.wav,m-28,train,Could you guess the composer of this piece?,JOHANN SEBASTIAN BACH
446,JOHANN SEBASTIAN BACH,Prelude g minor BWV 861,,5,https://www.youtube.com/watch?v=YCfePPtmliU,,,https://www.youtube.com/watch?v=WH9rTP_PxUE,YCfePPtmliU,/data/scratch/acw630/difficulty_cipi/YCfePPtmliU.wav,m-28,train,"how would you rate the difficulty of the piece played in this track, on a scale of 1 to 9?On a scale from 1 to 9, how challenging is the piece featured in this track?",5
446,JOHANN SEBASTIAN BACH,Prelude g minor BWV 861,,5,https://www.youtube.com/watch?v=YCfePPtmliU,,,https://www.youtube.com/watch?v=WH9rTP_PxUE,YCfePPtmliU,/data/scratch/acw630/difficulty_cipi/YCfePPtmliU.wav,m-28,train,Does this sound like a performance by a student or a master?,"This performance is of a master level, free from errors and rich in musical expression."
447,JOHANN SEBASTIAN BACH,Prelude b minor BWV 869,,5,https://www.youtube.com/watch?v=Kpb5Et0Mx5g,https://www.youtube.com/watch?v=Kpb5Et0Mx5g,https://www.youtube.com/watch?v=JNrZa7Q0WBs,,Kpb5Et0Mx5g,/data/scratch/acw630/difficulty_cipi/Kpb5Et0Mx5g.wav,m-29,test,Can you identify the composer of this piece?,JOHANN SEBASTIAN BACH
447,JOHANN SEBASTIAN BACH,Prelude b minor BWV 869,,5,https://www.youtube.com/watch?v=Kpb5Et0Mx5g,https://www.youtube.com/watch?v=Kpb5Et0Mx5g,https://www.youtube.com/watch?v=JNrZa7Q0WBs,,Kpb5Et0Mx5g,/data/scratch/acw630/difficulty_cipi/Kpb5Et0Mx5g.wav,m-29,test,"What difficulty level would you assign to the composition in this track, on a scale of 1 to 9?",5
447,JOHANN SEBASTIAN BACH,Prelude b minor BWV 869,,5,https://www.youtube.com/watch?v=Kpb5Et0Mx5g,https://www.youtube.com/watch?v=Kpb5Et0Mx5g,https://www.youtube.com/watch?v=JNrZa7Q0WBs,,Kpb5Et0Mx5g,/data/scratch/acw630/difficulty_cipi/Kpb5Et0Mx5g.wav,m-29,test,Does this sound like a performance by a student or a master?,This is a master performance. It's mistake-free and has a high level of musicality.
448,JOHANN SEBASTIAN BACH,Prelude C major BWV 870,,5,https://www.youtube.com/watch?v=4NycTARLQvU,,,https://www.youtube.com/watch?v=4NycTARLQvU,4NycTARLQvU,/data/scratch/acw630/difficulty_cipi/4NycTARLQvU.wav,m-30,train,Can you identify the composer of this piece?,JOHANN SEBASTIAN BACH
448,JOHANN SEBASTIAN BACH,Prelude C major BWV 870,,5,https://www.youtube.com/watch?v=4NycTARLQvU,,,https://www.youtube.com/watch?v=4NycTARLQvU,4NycTARLQvU,/data/scratch/acw630/difficulty_cipi/4NycTARLQvU.wav,m-30,train,"What difficulty level would you assign to the composition in this track, on a scale of 1 to 9?",5
448,JOHANN SEBASTIAN BACH,Prelude C major BWV 870,,5,https://www.youtube.com/watch?v=4NycTARLQvU,,,https://www.youtube.com/watch?v=4NycTARLQvU,4NycTARLQvU,/data/scratch/acw630/difficulty_cipi/4NycTARLQvU.wav,m-30,train,"From the sound of it, is this a student or master level performance?","This performance is of a master level, free from errors and rich in musical expression."
449,ROBERT SCHUMANN,"Mai, lieber Mai, - Bald bist du wieder da! op. 68,13",,5,https://www.youtube.com/watch?v=aBh_zHBq5mY,https://www.youtube.com/watch?v=uxy8B17vdE4,https://www.youtube.com/watch?v=0UHRDLeQeFw,https://www.youtube.com/watch?v=JB8cLDi5MJk,aBh_zHBq5mY,/data/scratch/acw630/difficulty_cipi/aBh_zHBq5mY.wav,m-66,val,Who might be the composer of this piece?,ROBERT SCHUMANN
449,ROBERT SCHUMANN,"Mai, lieber Mai, - Bald bist du wieder da! op. 68,13",,5,https://www.youtube.com/watch?v=aBh_zHBq5mY,https://www.youtube.com/watch?v=uxy8B17vdE4,https://www.youtube.com/watch?v=0UHRDLeQeFw,https://www.youtube.com/watch?v=JB8cLDi5MJk,aBh_zHBq5mY,/data/scratch/acw630/difficulty_cipi/aBh_zHBq5mY.wav,m-66,val,Rate the complexity of the piece in this track on a scale of 1 to 9.,5
449,ROBERT SCHUMANN,"Mai, lieber Mai, - Bald bist du wieder da! op. 68,13",,5,https://www.youtube.com/watch?v=aBh_zHBq5mY,https://www.youtube.com/watch?v=uxy8B17vdE4,https://www.youtube.com/watch?v=0UHRDLeQeFw,https://www.youtube.com/watch?v=JB8cLDi5MJk,aBh_zHBq5mY,/data/scratch/acw630/difficulty_cipi/aBh_zHBq5mY.wav,m-66,val,Would you say this performance sounds more like it's by a student or a master?,This is a master performance. It's mistake-free and has a high level of musicality.
450,JOHANNES BRAHMS,"Exercise 16a WoO 6,16a",,5,https://www.youtube.com/watch?v=oIq84Ebdf90,https://www.youtube.com/watch?v=_qLb5cw5H3w,https://www.youtube.com/watch?v=W8aH7-fTGzc,https://www.youtube.com/watch?v=bS0CvRJHKak,oIq84Ebdf90,/data/scratch/acw630/difficulty_cipi/oIq84Ebdf90.wav,x-103,test,Who might be the composer of this piece?,JOHANNES BRAHMS
450,JOHANNES BRAHMS,"Exercise 16a WoO 6,16a",,5,https://www.youtube.com/watch?v=oIq84Ebdf90,https://www.youtube.com/watch?v=_qLb5cw5H3w,https://www.youtube.com/watch?v=W8aH7-fTGzc,https://www.youtube.com/watch?v=bS0CvRJHKak,oIq84Ebdf90,/data/scratch/acw630/difficulty_cipi/oIq84Ebdf90.wav,x-103,test,"how would you rate the difficulty of the piece played in this track, on a scale of 1 to 9?On a scale from 1 to 9, how challenging is the piece featured in this track?",5
450,JOHANNES BRAHMS,"Exercise 16a WoO 6,16a",,5,https://www.youtube.com/watch?v=oIq84Ebdf90,https://www.youtube.com/watch?v=_qLb5cw5H3w,https://www.youtube.com/watch?v=W8aH7-fTGzc,https://www.youtube.com/watch?v=bS0CvRJHKak,oIq84Ebdf90,/data/scratch/acw630/difficulty_cipi/oIq84Ebdf90.wav,x-103,test,Would you say this performance sounds more like it's by a student or a master?,This is a master performance. It's mistake-free and has a high level of musicality.
451,JOHANN SEBASTIAN BACH,Sinfonia 5 (ornamented) E flat major BWV 791a,,5,https://www.youtube.com/watch?v=aP9Frwfjp9s,,https://www.youtube.com/watch?v=aP9Frwfjp9s,https://www.youtube.com/watch?v=OX-96ZSFt9k,aP9Frwfjp9s,/data/scratch/acw630/difficulty_cipi/aP9Frwfjp9s.wav,x-105,train,Can you identify the composer of this piece?,JOHANN SEBASTIAN BACH
451,JOHANN SEBASTIAN BACH,Sinfonia 5 (ornamented) E flat major BWV 791a,,5,https://www.youtube.com/watch?v=aP9Frwfjp9s,,https://www.youtube.com/watch?v=aP9Frwfjp9s,https://www.youtube.com/watch?v=OX-96ZSFt9k,aP9Frwfjp9s,/data/scratch/acw630/difficulty_cipi/aP9Frwfjp9s.wav,x-105,train,Rate the complexity of the piece in this track on a scale of 1 to 9.,5
451,JOHANN SEBASTIAN BACH,Sinfonia 5 (ornamented) E flat major BWV 791a,,5,https://www.youtube.com/watch?v=aP9Frwfjp9s,,https://www.youtube.com/watch?v=aP9Frwfjp9s,https://www.youtube.com/watch?v=OX-96ZSFt9k,aP9Frwfjp9s,/data/scratch/acw630/difficulty_cipi/aP9Frwfjp9s.wav,x-105,train,"From the sound of it, is this a student or master level performance?","This performance is of a master level, free from errors and rich in musical expression."
452,FRÉDÉRIC CHOPIN,"Appendix: Waltz E flat major KK IVa,14",,5,https://www.youtube.com/watch?v=wDyGKVIPtq0,https://www.youtube.com/watch?v=9qiQnoTUefc,https://www.youtube.com/watch?v=eX2yo9B3k_Y,https://www.youtube.com/watch?v=pysc_5F2sUw,wDyGKVIPtq0,/data/scratch/acw630/difficulty_cipi/wDyGKVIPtq0.wav,x-11,val,Could you guess the composer of this piece?,FRÉDÉRIC CHOPIN
452,FRÉDÉRIC CHOPIN,"Appendix: Waltz E flat major KK IVa,14",,5,https://www.youtube.com/watch?v=wDyGKVIPtq0,https://www.youtube.com/watch?v=9qiQnoTUefc,https://www.youtube.com/watch?v=eX2yo9B3k_Y,https://www.youtube.com/watch?v=pysc_5F2sUw,wDyGKVIPtq0,/data/scratch/acw630/difficulty_cipi/wDyGKVIPtq0.wav,x-11,val,"how would you rate the difficulty of the piece played in this track, on a scale of 1 to 9?On a scale from 1 to 9, how challenging is the piece featured in this track?",5
452,FRÉDÉRIC CHOPIN,"Appendix: Waltz E flat major KK IVa,14",,5,https://www.youtube.com/watch?v=wDyGKVIPtq0,https://www.youtube.com/watch?v=9qiQnoTUefc,https://www.youtube.com/watch?v=eX2yo9B3k_Y,https://www.youtube.com/watch?v=pysc_5F2sUw,wDyGKVIPtq0,/data/scratch/acw630/difficulty_cipi/wDyGKVIPtq0.wav,x-11,val,Would you say this performance sounds more like it's by a student or a master?,This appeared to be performed by really advanced player. Possibly a pianist.
453,ISAAC ALBÉNIZ,Cádiz (Saeta),,5,https://www.youtube.com/watch?v=EEi-C78M5xk,https://www.youtube.com/watch?v=2L0sdZ3TbJ8,https://www.youtube.com/watch?v=EEi-C78M5xk,https://www.youtube.com/watch?v=Pn8naDPjIu0,EEi-C78M5xk,/data/scratch/acw630/difficulty_cipi/EEi-C78M5xk.wav,x-110,val,Could you guess the composer of this piece?,ISAAC ALBÉNIZ
453,ISAAC ALBÉNIZ,Cádiz (Saeta),,5,https://www.youtube.com/watch?v=EEi-C78M5xk,https://www.youtube.com/watch?v=2L0sdZ3TbJ8,https://www.youtube.com/watch?v=EEi-C78M5xk,https://www.youtube.com/watch?v=Pn8naDPjIu0,EEi-C78M5xk,/data/scratch/acw630/difficulty_cipi/EEi-C78M5xk.wav,x-110,val,"What difficulty level would you assign to the composition in this track, on a scale of 1 to 9?",5
453,ISAAC ALBÉNIZ,Cádiz (Saeta),,5,https://www.youtube.com/watch?v=EEi-C78M5xk,https://www.youtube.com/watch?v=2L0sdZ3TbJ8,https://www.youtube.com/watch?v=EEi-C78M5xk,https://www.youtube.com/watch?v=Pn8naDPjIu0,EEi-C78M5xk,/data/scratch/acw630/difficulty_cipi/EEi-C78M5xk.wav,x-110,val,Would you say this performance sounds more like it's by a student or a master?,This appeared to be performed by really advanced player. Possibly a pianist.
454,JOHANN SEBASTIAN BACH,Fugue f minor BWV 881,,5,https://www.youtube.com/watch?v=-rmw8gP6YDU,,https://www.youtube.com/watch?v=-rmw8gP6YDU,https://www.youtube.com/watch?v=0MEamauvYkM,-rmw8gP6YDU,/data/scratch/acw630/difficulty_cipi/-rmw8gP6YDU.wav,x-12,test,Who is likely the composer of the music being played?,JOHANN SEBASTIAN BACH
454,JOHANN SEBASTIAN BACH,Fugue f minor BWV 881,,5,https://www.youtube.com/watch?v=-rmw8gP6YDU,,https://www.youtube.com/watch?v=-rmw8gP6YDU,https://www.youtube.com/watch?v=0MEamauvYkM,-rmw8gP6YDU,/data/scratch/acw630/difficulty_cipi/-rmw8gP6YDU.wav,x-12,test,"how would you rate the difficulty of the piece played in this track, on a scale of 1 to 9?On a scale from 1 to 9, how challenging is the piece featured in this track?",5
454,JOHANN SEBASTIAN BACH,Fugue f minor BWV 881,,5,https://www.youtube.com/watch?v=-rmw8gP6YDU,,https://www.youtube.com/watch?v=-rmw8gP6YDU,https://www.youtube.com/watch?v=0MEamauvYkM,-rmw8gP6YDU,/data/scratch/acw630/difficulty_cipi/-rmw8gP6YDU.wav,x-12,test,Does this sound like a performance by a student or a master?,"This performance is of a master level, free from errors and rich in musical expression."
455,CLAUDE DEBUSSY,Rêverie,,5,https://www.youtube.com/watch?v=QRjllL-MP0U,https://www.youtube.com/watch?v=wWl8hUN6J2Y,https://www.youtube.com/watch?v=T3AuplcGNyo,https://www.youtube.com/watch?v=Vjktq0_jQc8,QRjllL-MP0U,/data/scratch/acw630/difficulty_cipi/QRjllL-MP0U.wav,x-125,train,Can you identify the composer of this piece?,CLAUDE DEBUSSY
455,CLAUDE DEBUSSY,Rêverie,,5,https://www.youtube.com/watch?v=QRjllL-MP0U,https://www.youtube.com/watch?v=wWl8hUN6J2Y,https://www.youtube.com/watch?v=T3AuplcGNyo,https://www.youtube.com/watch?v=Vjktq0_jQc8,QRjllL-MP0U,/data/scratch/acw630/difficulty_cipi/QRjllL-MP0U.wav,x-125,train,Rate the complexity of the piece in this track on a scale of 1 to 9.,5
