,audio_path,split,Q,A
1614,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/bach_gould.wav,train,How would you assess this student performance?,"Sorry, but this piece sounds like a virtuoso performance. I would describe it as staccato legato mixture, hard touch."
1615,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/bach_gould.wav,train,What kind of music is this piece and who is the composer?,This is a prelude from Bach. It features arpeggio textures and Baroque harmonies. 
1616,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/bach_gould.wav,train,"How would you rate the difficulty of this piece, in a scale of 9?",3
1617,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/bach_gould.wav,train,How would you assess this student performance?,"Sorry, but this piece sounds like a virtuoso performance. I would describe it as terrible, glenn gould like."
1618,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/bach_gould.wav,train,What kind of music is this piece and who is the composer?,This is a prelude from Bach. It features arpeggio textures and Baroque harmonies. 
1619,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/bach_gould.wav,train,"How would you rate the difficulty of this piece, in a scale of 9?",3
1620,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/bach_gould.wav,train,How would you assess this student performance?,"Sorry, but this piece sounds like a virtuoso performance. I would describe it as a bit strange, with fire."
1621,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/bach_gould.wav,train,What kind of music is this piece and who is the composer?,This is a prelude from Bach. It features arpeggio textures and Baroque harmonies. 
1622,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/bach_gould.wav,train,"How would you rate the difficulty of this piece, in a scale of 9?",3
1623,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/bach_gould.wav,train,How would you assess this student performance?,"Sorry, but this piece sounds like a virtuoso performance. I would describe it as jumpy."
1624,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/bach_gould.wav,train,What kind of music is this piece and who is the composer?,This is a prelude from Bach. It features arpeggio textures and Baroque harmonies. 
1625,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/bach_gould.wav,train,"How would you rate the difficulty of this piece, in a scale of 9?",3
1626,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/bach_gould.wav,train,How would you describe this performance?,hurtful
1627,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/bach_gould.wav,train,What kind of music is this piece and who is the composer?,This is a prelude from Bach. It features arpeggio textures and Baroque harmonies. 
1628,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/bach_gould.wav,train,"How would you rate the difficulty of this piece, in a scale of 9?",3
1629,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/bach_gould.wav,train,How would you describe this performance?,bounce
1630,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/bach_gould.wav,train,What kind of music is this piece and who is the composer?,This is a prelude from Bach. It features arpeggio textures and Baroque harmonies. 
1631,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/bach_gould.wav,train,"How would you rate the difficulty of this piece, in a scale of 9?",3
1632,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/bach_gould.wav,train,How would you assess this student performance?,"Sorry, but this piece sounds like a virtuoso performance. I would describe it as superficial, uninteresting, monotonous."
1633,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/bach_gould.wav,train,What kind of music is this piece and who is the composer?,This is a prelude from Bach. It features arpeggio textures and Baroque harmonies. 
1634,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/bach_gould.wav,train,"How would you rate the difficulty of this piece, in a scale of 9?",3
1635,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/bach_gould.wav,train,How would you assess this student performance?,"Sorry, but this piece sounds like a virtuoso performance. I would describe it as strauss playing bach."
1636,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/bach_gould.wav,train,What kind of music is this piece and who is the composer?,This is a prelude from Bach. It features arpeggio textures and Baroque harmonies. 
1637,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/bach_gould.wav,train,"How would you rate the difficulty of this piece, in a scale of 9?",3
1638,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/bach_gould.wav,train,How would you assess this student performance?,"Sorry, but this piece sounds like a virtuoso performance. I would describe it as simple."
1639,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/bach_gould.wav,train,What kind of music is this piece and who is the composer?,This is a prelude from Bach. It features arpeggio textures and Baroque harmonies. 
1640,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/bach_gould.wav,train,"How would you rate the difficulty of this piece, in a scale of 9?",3
1641,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/bach_gould.wav,train,How would you describe this performance?,"childish, schematic, static, boring"
1642,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/bach_gould.wav,train,What kind of music is this piece and who is the composer?,This is a prelude from Bach. It features arpeggio textures and Baroque harmonies. 
1643,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/bach_gould.wav,train,"How would you rate the difficulty of this piece, in a scale of 9?",3
1644,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/bach_gould.wav,train,How would you assess this student performance?,"Sorry, but this piece sounds like a virtuoso performance. I would describe it as cerebral, with care, tenderness, reflexive."
1645,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/bach_gould.wav,train,What kind of music is this piece and who is the composer?,This is a prelude from Bach. It features arpeggio textures and Baroque harmonies. 
1646,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/bach_gould.wav,train,"How would you rate the difficulty of this piece, in a scale of 9?",3
1647,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/bach_grimaud.wav,train,How would you describe this performance?,shy
1648,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/bach_grimaud.wav,train,What kind of music is this piece and who is the composer?,This is a prelude from Bach. It features arpeggio textures and Baroque harmonies. 
1649,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/bach_grimaud.wav,train,"How would you rate the difficulty of this piece, in a scale of 9?",3
1650,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/bach_grimaud.wav,train,How would you assess this student performance?,"Sorry, but this piece sounds like a virtuoso performance. I would describe it as magical."
1651,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/bach_grimaud.wav,train,What kind of music is this piece and who is the composer?,This is a prelude from Bach. It features arpeggio textures and Baroque harmonies. 
1652,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/bach_grimaud.wav,train,"How would you rate the difficulty of this piece, in a scale of 9?",3
1653,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/bach_grimaud.wav,train,How would you assess this student performance?,"Sorry, but this piece sounds like a virtuoso performance. I would describe it as deep."
1654,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/bach_grimaud.wav,train,What kind of music is this piece and who is the composer?,This is a prelude from Bach. It features arpeggio textures and Baroque harmonies. 
1655,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/bach_grimaud.wav,train,"How would you rate the difficulty of this piece, in a scale of 9?",3
1656,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/bach_grimaud.wav,train,How would you describe this performance?,"delicate, sweet, longing, soft, dramatic, with feeling, soaring, passionate, loud"
1657,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/bach_grimaud.wav,train,What kind of music is this piece and who is the composer?,This is a prelude from Bach. It features arpeggio textures and Baroque harmonies. 
1658,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/bach_grimaud.wav,train,"How would you rate the difficulty of this piece, in a scale of 9?",3
1659,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/bach_grimaud.wav,train,How would you assess this student performance?,"Sorry, but this piece sounds like a virtuoso performance. I would describe it as glaring, flowing, cold, thin."
1660,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/bach_grimaud.wav,train,What kind of music is this piece and who is the composer?,This is a prelude from Bach. It features arpeggio textures and Baroque harmonies. 
1661,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/bach_grimaud.wav,train,"How would you rate the difficulty of this piece, in a scale of 9?",3
1662,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/bach_grimaud.wav,train,How would you assess this student performance?,"Sorry, but this piece sounds like a virtuoso performance. I would describe it as dreamy, indistinctly."
1663,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/bach_grimaud.wav,train,What kind of music is this piece and who is the composer?,This is a prelude from Bach. It features arpeggio textures and Baroque harmonies. 
1664,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/bach_grimaud.wav,train,"How would you rate the difficulty of this piece, in a scale of 9?",3
1665,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/bach_grimaud.wav,train,How would you describe this performance?,"dreamy, boring, romantic, tension curve, very slow, overdramatic, artifact in sound quality "
1666,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/bach_grimaud.wav,train,What kind of music is this piece and who is the composer?,This is a prelude from Bach. It features arpeggio textures and Baroque harmonies. 
1667,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/bach_grimaud.wav,train,"How would you rate the difficulty of this piece, in a scale of 9?",3
1668,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/bach_grimaud.wav,train,How would you describe this performance?,"expressive, custom version"
1669,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/bach_grimaud.wav,train,What kind of music is this piece and who is the composer?,This is a prelude from Bach. It features arpeggio textures and Baroque harmonies. 
1670,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/bach_grimaud.wav,train,"How would you rate the difficulty of this piece, in a scale of 9?",3
1671,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/bach_grimaud.wav,train,How would you assess this student performance?,"Sorry, but this piece sounds like a virtuoso performance. I would describe it as ethereal, serene, dreamy, romantic, expressive, slow."
1672,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/bach_grimaud.wav,train,What kind of music is this piece and who is the composer?,This is a prelude from Bach. It features arpeggio textures and Baroque harmonies. 
1673,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/bach_grimaud.wav,train,"How would you rate the difficulty of this piece, in a scale of 9?",3
1674,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/bach_grimaud.wav,train,How would you assess this student performance?,"Sorry, but this piece sounds like a virtuoso performance. I would describe it as too legato, sustained, inappropriately slow."
1675,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/bach_grimaud.wav,train,What kind of music is this piece and who is the composer?,This is a prelude from Bach. It features arpeggio textures and Baroque harmonies. 
1676,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/bach_grimaud.wav,train,"How would you rate the difficulty of this piece, in a scale of 9?",3
1677,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/bach_grimaud.wav,train,How would you describe this performance?,"rather slow, well played, less pedal, "
1678,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/bach_grimaud.wav,train,What kind of music is this piece and who is the composer?,This is a prelude from Bach. It features arpeggio textures and Baroque harmonies. 
1679,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/bach_grimaud.wav,train,"How would you rate the difficulty of this piece, in a scale of 9?",3
1680,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/bach_grimaud.wav,train,How would you describe this performance?,"blurred, slow, stylistically atypical, boring"
1681,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/bach_grimaud.wav,train,What kind of music is this piece and who is the composer?,This is a prelude from Bach. It features arpeggio textures and Baroque harmonies. 
1682,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/bach_grimaud.wav,train,"How would you rate the difficulty of this piece, in a scale of 9?",3
1683,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/bach_grimaud.wav,train,How would you assess this student performance?,"Sorry, but this piece sounds like a virtuoso performance. I would describe it as mush."
1684,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/bach_grimaud.wav,train,What kind of music is this piece and who is the composer?,This is a prelude from Bach. It features arpeggio textures and Baroque harmonies. 
1685,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/bach_grimaud.wav,train,"How would you rate the difficulty of this piece, in a scale of 9?",3
1686,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/bach_grimaud.wav,train,How would you assess this student performance?,"Sorry, but this piece sounds like a virtuoso performance. I would describe it as heartfelt, heavy, fluid, open, perfectly controlled."
1687,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/bach_grimaud.wav,train,What kind of music is this piece and who is the composer?,This is a prelude from Bach. It features arpeggio textures and Baroque harmonies. 
1688,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/bach_grimaud.wav,train,"How would you rate the difficulty of this piece, in a scale of 9?",3
1689,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/bach_grimaud.wav,train,How would you assess this student performance?,"Sorry, but this piece sounds like a virtuoso performance. I would describe it as mellow, gentle."
1690,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/bach_grimaud.wav,train,What kind of music is this piece and who is the composer?,This is a prelude from Bach. It features arpeggio textures and Baroque harmonies. 
1691,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/bach_grimaud.wav,train,"How would you rate the difficulty of this piece, in a scale of 9?",3
1692,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/bach_grimaud.wav,train,How would you describe this performance?,too slow
1693,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/bach_grimaud.wav,train,What kind of music is this piece and who is the composer?,This is a prelude from Bach. It features arpeggio textures and Baroque harmonies. 
1694,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/bach_grimaud.wav,train,"How would you rate the difficulty of this piece, in a scale of 9?",3
1695,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/bach_grimaud.wav,train,How would you assess this student performance?,"Sorry, but this piece sounds like a virtuoso performance. I would describe it as a very poor harmonical feeling."
1696,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/bach_grimaud.wav,train,What kind of music is this piece and who is the composer?,This is a prelude from Bach. It features arpeggio textures and Baroque harmonies. 
1697,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/bach_grimaud.wav,train,"How would you rate the difficulty of this piece, in a scale of 9?",3
1698,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/bach_grimaud.wav,train,How would you describe this performance?,"tired, slow, boring"
1699,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/bach_grimaud.wav,train,What kind of music is this piece and who is the composer?,This is a prelude from Bach. It features arpeggio textures and Baroque harmonies. 
1700,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/bach_grimaud.wav,train,"How would you rate the difficulty of this piece, in a scale of 9?",3
1701,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/bach_grimaud.wav,train,How would you describe this performance?,"gazing in the distance, conscious, developing"
1702,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/bach_grimaud.wav,train,What kind of music is this piece and who is the composer?,This is a prelude from Bach. It features arpeggio textures and Baroque harmonies. 
1703,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/bach_grimaud.wav,train,"How would you rate the difficulty of this piece, in a scale of 9?",3
1704,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/bach_grimaud.wav,train,How would you describe this performance?,"dramatic, progressively building tension, constructed"
1705,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/bach_grimaud.wav,train,What kind of music is this piece and who is the composer?,This is a prelude from Bach. It features arpeggio textures and Baroque harmonies. 
1706,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/bach_grimaud.wav,train,"How would you rate the difficulty of this piece, in a scale of 9?",3
1707,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/bach_grimaud.wav,train,How would you assess this student performance?,"Sorry, but this piece sounds like a virtuoso performance. I would describe it as timeless, dreaming, forgetting, cloudy ."
1708,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/bach_grimaud.wav,train,What kind of music is this piece and who is the composer?,This is a prelude from Bach. It features arpeggio textures and Baroque harmonies. 
1709,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/bach_grimaud.wav,train,"How would you rate the difficulty of this piece, in a scale of 9?",3
1710,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/bach_grimaud.wav,train,How would you assess this student performance?,"Sorry, but this piece sounds like a virtuoso performance. I would describe it as slow, boring, too much of listening to each tone, no feeling of whole piece."
1711,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/bach_grimaud.wav,train,What kind of music is this piece and who is the composer?,This is a prelude from Bach. It features arpeggio textures and Baroque harmonies. 
1712,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/bach_grimaud.wav,train,"How would you rate the difficulty of this piece, in a scale of 9?",3
1713,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/bach_grimaud.wav,train,How would you describe this performance?,"smooth, expressive, fluent, each note can sound, good tempo, too loud, too massive"
1714,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/bach_grimaud.wav,train,What kind of music is this piece and who is the composer?,This is a prelude from Bach. It features arpeggio textures and Baroque harmonies. 
1715,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/bach_grimaud.wav,train,"How would you rate the difficulty of this piece, in a scale of 9?",3
1716,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/bach_grimaud.wav,train,How would you assess this student performance?,"Sorry, but this piece sounds like a virtuoso performance. I would describe it as beginner."
1717,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/bach_grimaud.wav,train,What kind of music is this piece and who is the composer?,This is a prelude from Bach. It features arpeggio textures and Baroque harmonies. 
1718,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/bach_grimaud.wav,train,"How would you rate the difficulty of this piece, in a scale of 9?",3
1719,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/bach_grimaud.wav,train,How would you describe this performance?,"graceful, professional, accurate, evocative, smooth tempo variation, dynamic"
1720,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/bach_grimaud.wav,train,What kind of music is this piece and who is the composer?,This is a prelude from Bach. It features arpeggio textures and Baroque harmonies. 
1721,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/bach_grimaud.wav,train,"How would you rate the difficulty of this piece, in a scale of 9?",3
1722,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/bach_grimaud.wav,train,How would you assess this student performance?,"Sorry, but this piece sounds like a virtuoso performance. I would describe it as too slow."
1723,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/bach_grimaud.wav,train,What kind of music is this piece and who is the composer?,This is a prelude from Bach. It features arpeggio textures and Baroque harmonies. 
1724,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/bach_grimaud.wav,train,"How would you rate the difficulty of this piece, in a scale of 9?",3
1725,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/bach_grimaud.wav,train,How would you assess this student performance?,"Sorry, but this piece sounds like a virtuoso performance. I would describe it as floating, slower less fluent, very ponderous."
1726,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/bach_grimaud.wav,train,What kind of music is this piece and who is the composer?,This is a prelude from Bach. It features arpeggio textures and Baroque harmonies. 
1727,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/bach_grimaud.wav,train,"How would you rate the difficulty of this piece, in a scale of 9?",3
1728,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/bach_grimaud.wav,train,How would you describe this performance?,"boring, no flow"
1729,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/bach_grimaud.wav,train,What kind of music is this piece and who is the composer?,This is a prelude from Bach. It features arpeggio textures and Baroque harmonies. 
1730,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/bach_grimaud.wav,train,"How would you rate the difficulty of this piece, in a scale of 9?",3
1731,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/bach_grimaud.wav,train,How would you assess this student performance?,"Sorry, but this piece sounds like a virtuoso performance. I would describe it as listenable, mesmerizing, a bit too slow."
1732,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/bach_grimaud.wav,train,What kind of music is this piece and who is the composer?,This is a prelude from Bach. It features arpeggio textures and Baroque harmonies. 
1733,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/bach_grimaud.wav,train,"How would you rate the difficulty of this piece, in a scale of 9?",3
1734,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/bach_grimaud.wav,train,How would you assess this student performance?,"Sorry, but this piece sounds like a virtuoso performance. I would describe it as leisurely."
1735,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/bach_grimaud.wav,train,What kind of music is this piece and who is the composer?,This is a prelude from Bach. It features arpeggio textures and Baroque harmonies. 
1736,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/bach_grimaud.wav,train,"How would you rate the difficulty of this piece, in a scale of 9?",3
1737,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/bach_grimaud.wav,train,How would you assess this student performance?,"Sorry, but this piece sounds like a virtuoso performance. I would describe it as boring, slow."
1738,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/bach_grimaud.wav,train,What kind of music is this piece and who is the composer?,This is a prelude from Bach. It features arpeggio textures and Baroque harmonies. 
1739,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/bach_grimaud.wav,train,"How would you rate the difficulty of this piece, in a scale of 9?",3
1740,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/bach_grimaud.wav,train,How would you assess this student performance?,"Sorry, but this piece sounds like a virtuoso performance. I would describe it as roomy, airy, subtle, epic, emotional, grand."
1741,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/bach_grimaud.wav,train,What kind of music is this piece and who is the composer?,This is a prelude from Bach. It features arpeggio textures and Baroque harmonies. 
1742,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/bach_grimaud.wav,train,"How would you rate the difficulty of this piece, in a scale of 9?",3
1743,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/bach_grimaud.wav,train,How would you describe this performance?,plastic
1744,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/bach_grimaud.wav,train,What kind of music is this piece and who is the composer?,This is a prelude from Bach. It features arpeggio textures and Baroque harmonies. 
1745,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/bach_grimaud.wav,train,"How would you rate the difficulty of this piece, in a scale of 9?",3
1746,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/bach_grimaud.wav,train,How would you assess this student performance?,"Sorry, but this piece sounds like a virtuoso performance. I would describe it as sad."
1747,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/bach_grimaud.wav,train,What kind of music is this piece and who is the composer?,This is a prelude from Bach. It features arpeggio textures and Baroque harmonies. 
1748,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/bach_grimaud.wav,train,"How would you rate the difficulty of this piece, in a scale of 9?",3
1749,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/bach_grimaud.wav,train,How would you assess this student performance?,"Sorry, but this piece sounds like a virtuoso performance. I would describe it as slow, anguished, pathetic, is somebody gonna sing at some point."
1750,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/bach_grimaud.wav,train,What kind of music is this piece and who is the composer?,This is a prelude from Bach. It features arpeggio textures and Baroque harmonies. 
1751,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/bach_grimaud.wav,train,"How would you rate the difficulty of this piece, in a scale of 9?",3
1752,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/bach_grimaud.wav,train,How would you describe this performance?,"naive, discovering, like a door opening, gently flowing, innocent"
1753,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/bach_grimaud.wav,train,What kind of music is this piece and who is the composer?,This is a prelude from Bach. It features arpeggio textures and Baroque harmonies. 
1754,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/bach_grimaud.wav,train,"How would you rate the difficulty of this piece, in a scale of 9?",3
1755,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/bach_kempff.wav,train,How would you describe this performance?,hasty
1756,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/bach_kempff.wav,train,What kind of music is this piece and who is the composer?,This is a prelude from Bach. It features arpeggio textures and Baroque harmonies. 
1757,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/bach_kempff.wav,train,"How would you rate the difficulty of this piece, in a scale of 9?",3
1758,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/bach_kempff.wav,train,How would you describe this performance?,nimble
1759,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/bach_kempff.wav,train,What kind of music is this piece and who is the composer?,This is a prelude from Bach. It features arpeggio textures and Baroque harmonies. 
1760,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/bach_kempff.wav,train,"How would you rate the difficulty of this piece, in a scale of 9?",3
1761,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/bach_kempff.wav,train,How would you assess this student performance?,"Sorry, but this piece sounds like a virtuoso performance. I would describe it as unanimous."
1762,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/bach_kempff.wav,train,What kind of music is this piece and who is the composer?,This is a prelude from Bach. It features arpeggio textures and Baroque harmonies. 
1763,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/bach_kempff.wav,train,"How would you rate the difficulty of this piece, in a scale of 9?",3
1764,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/bach_kempff.wav,train,How would you describe this performance?,"fast, mechanical, boring, repetitive"
1765,/data/EECS-MachineListeningLab/datasets/LLaQo/con_espressione/audio_all/bach_kempff.wav,train,What kind of music is this piece and who is the composer?,This is a prelude from Bach. It features arpeggio textures and Baroque harmonies. 
